Name,TAX ID,KEGG ID,Domain
Natranaerobius thermophilus JW/NM-WN-LF,457570,nth,bacteria
Thermoanaerobacter tengcongensis MB4,273068,tte,bacteria
Carboxydothermus hydrogenoformans Z-2901,246194,chy,bacteria
Ammonifex degensii KC4,429009,adg,bacteria
Moorella thermoacetica ATCC 39073,264732,mta,bacteria
Tepidanaerobacter sp. Re1,499229,tep,bacteria
Thermoanaerobacter brockii subsp. finnii Ako-1,509193,tbo,bacteria
Thermoanaerobacter italicus Ab9,580331,tit,bacteria
Thermoanaerobacter mathranii subsp. mathranii str. A3,583358,tmt,bacteria
Thermoanaerobacter pseudethanolicus ATCC 33223,340099,tpd,bacteria
Thermoanaerobacter sp. X513,573062,thx,bacteria
Thermoanaerobacter sp. X514,399726,tex,bacteria
Caldicellulosiruptor bescii DSM 6725,521460,ate,bacteria
Caldicellulosiruptor hydrothermalis 108,632292,chd,bacteria
Caldicellulosiruptor kristjanssonii 177R1B,632335,cki,bacteria
Caldicellulosiruptor kronotskyensis 2002,632348,ckn,bacteria
Caldicellulosiruptor obsidiansis OB47,608506,cob,bacteria
Caldicellulosiruptor owensensis OL,632518,cow,bacteria
Caldicellulosiruptor saccharolyticus DSM 8903,351627,csc,bacteria
Thermoanaerobacterium thermosaccharolyticum DSM 571,580327,ttm,bacteria
Thermoanaerobacterium xylanolyticum LX-11,858215,txy,bacteria
Thermosediminibacter oceani DSM 16646,555079,toc,bacteria
Mahella australiensis 50-1 BON,697281,mas,bacteria
Coprothermobacter proteolyticus DSM 5265,309798,cpo,bacteria
Thermodesulfobium narugense DSM 14796,747365,tnr,bacteria
Erysipelothrix rhusiopathiae str. Fujisawa,650150,erh,bacteria
Aerococcus urinae ACS-120-V-Col10a,866775,aur,bacteria
Carnobacterium sp. 17-4,208596,crn,bacteria
Enterococcus faecalis V583,226185,efa,bacteria
Melissococcus plutonius ATCC 35311,940190,mps,bacteria
Lactobacillus acidophilus 30SC,891391,lai,bacteria
Lactobacillus acidophilus NCFM,272621,lac,bacteria
Lactobacillus amylovorus GRL 1112,695560,lam,bacteria
Lactobacillus brevis ATCC 367,387344,lbr,bacteria
Lactobacillus buchneri NRRL B-30929,511437,lbh,bacteria
Lactobacillus casei ATCC 334,321967,lca,bacteria
Lactobacillus casei BL23,543734,lcb,bacteria
Lactobacillus casei str. Zhang,498216,lcz,bacteria
Lactobacillus crispatus ST1,748671,lcr,bacteria
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,390333,ldb,bacteria
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,321956,lbu,bacteria
Lactobacillus delbrueckii subsp. bulgaricus ND02,767455,lde,bacteria
Lactobacillus fermentum IFO 3956,334390,lfe,bacteria
Lactobacillus gasseri ATCC 33323,324831,lga,bacteria
Lactobacillus helveticus DPC 4571,405566,lhe,bacteria
Lactobacillus johnsonii FI9785,633699,ljf,bacteria
Lactobacillus johnsonii NCC 533,257314,ljo,bacteria
Lactobacillus kefiranofaciens ZW3,1033837,lke,bacteria
Lactobacillus plantarum JDM1,644042,lpj,bacteria
Lactobacillus plantarum WCFS1,220668,lpl,bacteria
Lactobacillus plantarum subsp. plantarum ST-III,889932,lps,bacteria
Lactobacillus reuteri DSM 20016,557436,lre,bacteria
Lactobacillus reuteri JCM 1112,557433,lrf,bacteria
Lactobacillus reuteri SD2112,491077,lru,bacteria
Lactobacillus rhamnosus GG,568703,lrh,bacteria
Lactobacillus rhamnosus Lc 705,568704,lrl,bacteria
Lactobacillus sakei subsp. sakei 23K,314315,lsa,bacteria
Lactobacillus salivarius UCC118,362948,lsl,bacteria
Pediococcus pentosaceus ATCC 25745,278197,ppe,bacteria
Leuconostoc citreum KM20,349519,lci,bacteria
Leuconostoc gasicomitatum LMG 18811,762550,lgs,bacteria
Leuconostoc kimchii IMSNU 11154,762051,lki,bacteria
Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,203120,lme,bacteria
Leuconostoc sp. C2,979982,lec,bacteria
Oenococcus oeni PSU-1,203123,ooe,bacteria
Lactococcus lactis subsp. cremoris MG1363,416870,llm,bacteria
Lactococcus lactis subsp. cremoris SK11,272622,llc,bacteria
Lactococcus lactis subsp. lactis Il1403,272623,lla,bacteria
Lactococcus lactis subsp. lactis KF147,684738,llk,bacteria
Streptococcus agalactiae 2603V/R,208435,sag,bacteria
Streptococcus agalactiae A909,205921,sak,bacteria
Streptococcus agalactiae NEM316,211110,san,bacteria
Streptococcus dysgalactiae subsp. equisimilis GGS_124,486410,sds,bacteria
Streptococcus equi subsp. equi 4047,553482,seu,bacteria
Streptococcus equi subsp. zooepidemicus,40041,seq,bacteria
Streptococcus equi subsp. zooepidemicus MGCS10565,552526,sez,bacteria
Streptococcus gallolyticus UCN34,637909,sga,bacteria
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,990317,sgg,bacteria
Streptococcus gordonii str. Challis substr. CH1,467705,sgo,bacteria
Streptococcus mitis B6,365659,smb,bacteria
Streptococcus mutans NN2025,511691,smc,bacteria
Streptococcus mutans UA159,210007,smu,bacteria
Streptococcus oralis Uo5,927666,sor,bacteria
Streptococcus parasanguinis ATCC 15912,760570,scp,bacteria
Streptococcus parauberis KCTC 11537,936154,stk,bacteria
Streptococcus pasteurianus ATCC 43144,981540,stb,bacteria
Streptococcus pneumoniae 670-6B,189423,snb,bacteria
Streptococcus pneumoniae 70585,488221,snm,bacteria
Streptococcus pneumoniae AP200,574093,snp,bacteria
Streptococcus pneumoniae ATCC 700669,561276,sne,bacteria
Streptococcus pneumoniae CGSP14,516950,spw,bacteria
Streptococcus pneumoniae D39,373153,spd,bacteria
Streptococcus pneumoniae G54,512566,spx,bacteria
Streptococcus pneumoniae Hungary19A-6,487214,spv,bacteria
Streptococcus pneumoniae JJA,488222,sjj,bacteria
Streptococcus pneumoniae P1031,488223,spp,bacteria
Streptococcus pneumoniae R6,171101,spr,bacteria
Streptococcus pneumoniae TCH8431/19A,525381,snc,bacteria
Streptococcus pneumoniae TIGR4,170187,spn,bacteria
Streptococcus pneumoniae Taiwan19F-14,487213,snt,bacteria
Streptococcus pseudopneumoniae IS7493,1054460,std,bacteria
Streptococcus pyogenes M1 GAS,160490,spy,bacteria
Streptococcus pyogenes MGAS10270,370552,sph,bacteria
Streptococcus pyogenes MGAS10394,286636,spa,bacteria
Streptococcus pyogenes MGAS10750,370554,spi,bacteria
Streptococcus pyogenes MGAS2096,370553,spj,bacteria
Streptococcus pyogenes MGAS315,198466,spg,bacteria
Streptococcus pyogenes MGAS5005,293653,spz,bacteria
Streptococcus pyogenes MGAS6180,319701,spb,bacteria
Streptococcus pyogenes MGAS8232,186103,spm,bacteria
Streptococcus pyogenes MGAS9429,370551,spk,bacteria
Streptococcus pyogenes NZ131,471876,soz,bacteria
Streptococcus pyogenes SSI-1,193567,sps,bacteria
Streptococcus pyogenes str. Manfredo,160491,spf,bacteria
Streptococcus salivarius CCHSS3,1048332,ssr,bacteria
Streptococcus sanguinis SK36,388919,ssa,bacteria
Streptococcus suis 05ZYH33,391295,ssu,bacteria
Streptococcus suis 98HAH33,391296,ssv,bacteria
Streptococcus suis BM407,568814,ssb,bacteria
Streptococcus suis P1/7,218494,ssi,bacteria
Streptococcus suis SC84,568813,sss,bacteria
Streptococcus suis ST3,1007064,sst,bacteria
Streptococcus thermophilus CNRZ1066,299768,stc,bacteria
Streptococcus thermophilus LMD-9,322159,ste,bacteria
Streptococcus thermophilus LMG 18311,264199,stl,bacteria
Streptococcus uberis 0140J,218495,sub,bacteria
Weissella koreensis KACC 15510,1045854,wko,bacteria
Acidaminococcus fermentans DSM 20731,591001,afn,bacteria
Selenomonas sputigena ATCC 35185,546271,ssg,bacteria
Veillonella parvula DSM 2008,479436,vpr,bacteria
Fusobacterium nucleatum subsp. nucleatum ATCC 25586,190304,fnu,bacteria
Ilyobacter polytropus DSM 2926,572544,ipo,bacteria
Leptotrichia buccalis C-1013-b,523794,lba,bacteria
Sebaldella termitidis ATCC 33386,526218,str,bacteria
Streptobacillus moniliformis DSM 12112,519441,smf,bacteria
Gemmatimonas aurantiaca T-27,379066,gau,bacteria
Candidatus Nitrospira defluvii,330214,nde,bacteria
Thermodesulfovibrio yellowstonii DSM 11347,289376,tye,bacteria
Isosphaera pallida ATCC 43644,575540,ipa,bacteria
Pirellula staleyi DSM 6068,530564,psl,bacteria
Planctomyces brasiliensis DSM 5305,756272,pbs,bacteria
Planctomyces limnophilus DSM 3776,521674,plm,bacteria
Rhodopirellula baltica SH 1,243090,rba,bacteria
Asticcacaulis excentricus CB 48,573065,aex,bacteria
Brevundimonas subvibrioides ATCC 15264,633149,bsb,bacteria
Caulobacter crescentus CB15,190650,ccr,bacteria
Caulobacter crescentus NA1000,565050,ccs,bacteria
Caulobacter segnis ATCC 21756,509190,cse,bacteria
Caulobacter sp. K31,366602,cak,bacteria
Phenylobacterium zucineum HLK1,450851,pzu,bacteria
Parvularcula bermudensis HTCC2503,314260,pbr,bacteria
Polymorphum gilvum SL003B-26A1,991905,pgv,bacteria
Bartonella bacilliformis KC583,360095,bbk,bacteria
Bartonella clarridgeiae 73,696125,bcd,bacteria
Bartonella grahamii as4aup,634504,bgr,bacteria
Bartonella henselae str. Houston-1,283166,bhe,bacteria
Bartonella quintana str. Toulouse,283165,bqu,bacteria
Bartonella tribocorum CIP 105476,382640,btr,bacteria
Beijerinckia indica subsp. indica ATCC 9039,395963,bid,bacteria
Methylocella silvestris BL2,395965,msl,bacteria
Bradyrhizobium japonicum USDA 110,224911,bja,bacteria
Bradyrhizobium sp. BTAi1,288000,bbt,bacteria
Bradyrhizobium sp. ORS278,114615,bra,bacteria
Nitrobacter hamburgensis X14,323097,nha,bacteria
Nitrobacter winogradskyi Nb-255,323098,nwi,bacteria
Oligotropha carboxidovorans OM5,504832,oca,bacteria
Rhodopseudomonas palustris BisA53,316055,rpe,bacteria
Rhodopseudomonas palustris BisB18,316056,rpc,bacteria
Rhodopseudomonas palustris BisB5,316057,rpd,bacteria
Rhodopseudomonas palustris CGA009,258594,rpa,bacteria
Rhodopseudomonas palustris DX-1,652103,rpx,bacteria
Rhodopseudomonas palustris HaA2,316058,rpb,bacteria
Rhodopseudomonas palustris TIE-1,395960,rpt,bacteria
Brucella abortus S19,430066,bmc,bacteria
Brucella abortus bv. 1 str. 9-941,262698,bmb,bacteria
Brucella canis ATCC 23365,483179,bcs,bacteria
Brucella melitensis ATCC 23457,546272,bmi,bacteria
Brucella melitensis biovar Abortus 2308,359391,bmf,bacteria
Brucella melitensis bv. 1 str. 16M,224914,bme,bacteria
Brucella microti CCM 4915,568815,bmr,bacteria
Brucella ovis ATCC 25840,444178,bov,bacteria
Brucella pinnipedialis B2/94,520461,bpp,bacteria
Brucella suis 1330,204722,bms,bacteria
Brucella suis ATCC 23445,470137,bmt,bacteria
Ochrobactrum anthropi ATCC 49188,439375,oan,bacteria
Candidatus Hodgkinia cicadicola Dsem,573234,hci,bacteria
Hyphomicrobium denitrificans ATCC 51888,582899,hdn,bacteria
Hyphomicrobium sp. MC1,717785,hmc,bacteria
Rhodomicrobium vannielii ATCC 17100,648757,rva,bacteria
Methylobacterium chloromethanicum CM4,440085,mch,bacteria
Methylobacterium extorquens AM1,272630,mea,bacteria
Methylobacterium extorquens DM4,661410,mdi,bacteria
Methylobacterium extorquens PA1,419610,mex,bacteria
Methylobacterium nodulans ORS 2060,460265,mno,bacteria
Methylobacterium populi BJ001,441620,mpo,bacteria
Methylobacterium radiotolerans JCM 2831,426355,mrd,bacteria
Methylobacterium sp. 4-46,426117,met,bacteria
Chelativorans sp. BNC1,266779,mes,bacteria
Mesorhizobium ciceri biovar biserrulae WSM1271,765698,mci,bacteria
Mesorhizobium loti MAFF303099,266835,mlo,bacteria
Mesorhizobium opportunistum WSM2075,536019,mop,bacteria
Parvibaculum lavamentivorans DS-1,402881,pla,bacteria
Candidatus Liberibacter asiaticus str. psy62,537021,las,bacteria
Candidatus Liberibacter solanacearum CLso-ZC1,658172,lso,bacteria
Agrobacterium radiobacter K84,311403,ara,bacteria
Agrobacterium sp. H13-3,861208,agr,bacteria
Agrobacterium tumefaciens str. C58,176299,atu,bacteria
Agrobacterium vitis S4,311402,avi,bacteria
Rhizobium etli CFN 42,347834,ret,bacteria
Rhizobium etli CIAT 652,491916,rec,bacteria
Rhizobium leguminosarum bv. trifolii WSM1325,395491,rlg,bacteria
Rhizobium leguminosarum bv. trifolii WSM2304,395492,rlt,bacteria
Rhizobium leguminosarum bv. viciae 3841,216596,rle,bacteria
Sinorhizobium fredii NGR234,394,rhi,bacteria
Sinorhizobium medicae WSM419,366394,smd,bacteria
Sinorhizobium meliloti 1021,266834,sme,bacteria
Sinorhizobium meliloti AK83,693982,smk,bacteria
Azorhizobium caulinodans ORS 571,438753,azc,bacteria
Starkeya novella DSM 506,639283,sno,bacteria
Xanthobacter autotrophicus Py2,78245,xau,bacteria
Hirschia baltica ATCC 49814,582402,hba,bacteria
Hyphomonas neptunium ATCC 15444,228405,hne,bacteria
Maricaulis maris MCS10,394221,mmr,bacteria
Dinoroseobacter shibae DFL 12,398580,dsh,bacteria
Jannaschia sp. CCS1,290400,jan,bacteria
Ketogulonicigenium vulgare Y25,880591,kvu,bacteria
Paracoccus denitrificans PD1222,318586,pde,bacteria
Rhodobacter capsulatus SB 1003,272942,rcp,bacteria
Rhodobacter sphaeroides 2.4.1,272943,rsp,bacteria
Rhodobacter sphaeroides ATCC 17025,349102,rsq,bacteria
Rhodobacter sphaeroides ATCC 17029,349101,rsh,bacteria
Rhodobacter sphaeroides KD131,557760,rsk,bacteria
Roseobacter denitrificans OCh 114,375451,rde,bacteria
Roseobacter litoralis Och 149,391595,rli,bacteria
Ruegeria pomeroyi DSS-3,246200,sil,bacteria
Ruegeria sp. TM1040,292414,sit,bacteria
Acetobacter pasteurianus IFO 3283-01,634452,apt,bacteria
Acidiphilium cryptum JF-5,349163,acr,bacteria
Acidiphilium multivorum AIU301,926570,amv,bacteria
Gluconacetobacter diazotrophicus PAl 5,272568,gdj,bacteria
Gluconacetobacter diazotrophicus PAl 5,272568,gdi,bacteria
Gluconobacter oxydans 621H,290633,gox,bacteria
Granulibacter bethesdensis CGDNIH1,391165,gbe,bacteria
Azospirillum sp. B510,137722,azl,bacteria
Magnetospirillum magneticum AMB-1,342108,mag,bacteria
Rhodospirillum centenum SW,414684,rce,bacteria
Rhodospirillum rubrum ATCC 11170,269796,rru,bacteria
Anaplasma centrale str. Israel,574556,acn,bacteria
Anaplasma marginale str. Florida,320483,amf,bacteria
Anaplasma marginale str. St. Maries,234826,ama,bacteria
Anaplasma phagocytophilum HZ,212042,aph,bacteria
Ehrlichia canis str. Jake,269484,ecn,bacteria
Ehrlichia chaffeensis str. Arkansas,205920,ech,bacteria
Ehrlichia ruminantium str. Gardel,302409,erg,bacteria
Ehrlichia ruminantium str. Welgevonden,254945,erw,bacteria
Ehrlichia ruminantium str. Welgevonden,254945,eru,bacteria
Neorickettsia risticii str. Illinois,434131,nri,bacteria
Neorickettsia sennetsu str. Miyayama,222891,nse,bacteria
Wolbachia endosymbiont of Culex quinquefasciatus Pel,570417,wpi,bacteria
Wolbachia endosymbiont of Drosophila melanogaster,163164,wol,bacteria
Wolbachia endosymbiont strain TRS of Brugia malayi,292805,wbm,bacteria
Wolbachia sp. wRi,66084,wri,bacteria
Candidatus Midichloria mitochondrii IricVA,696127,mmn,bacteria
Orientia tsutsugamushi str. Boryong,357244,ots,bacteria
Orientia tsutsugamushi str. Ikeda,334380,ott,bacteria
Rickettsia bellii OSU 85-389,391896,rbo,bacteria
Rickettsia bellii RML369-C,336407,rbe,bacteria
Rickettsia africae ESF-5,347255,raf,bacteria
Rickettsia akari str. Hartford,293614,rak,bacteria
Rickettsia conorii str. Malish 7,272944,rco,bacteria
Rickettsia felis URRWXCal2,315456,rfe,bacteria
Rickettsia heilongjiangensis 054,1032845,rhe,bacteria
Rickettsia massiliae MTU5,416276,rms,bacteria
Rickettsia peacockii str. Rustic,562019,rpk,bacteria
Rickettsia rickettsii str. 'Sheila Smith',392021,rri,bacteria
Rickettsia rickettsii str. Iowa,452659,rrj,bacteria
Rickettsia canadensis str. McKiel,293613,rcm,bacteria
Rickettsia prowazekii str. Madrid E,272947,rpr,bacteria
Rickettsia typhi str. Wilmington,257363,rty,bacteria
Candidatus Pelagibacter sp. IMCC9063,1002672,pel,bacteria
Candidatus Pelagibacter ubique HTCC1062,335992,pub,bacteria
Candidatus Puniceispirillum marinum IMCC1322,488538,apb,bacteria
Erythrobacter litoralis HTCC2594,314225,eli,bacteria
Novosphingobium aromaticivorans DSM 12444,279238,nar,bacteria
Novosphingobium sp. PP1Y,702113,npp,bacteria
Sphingobium chlorophenolicum L-1,690566,sch,bacteria
Sphingobium japonicum UT26S,452662,sjp,bacteria
Sphingomonas wittichii RW1,392499,swi,bacteria
Sphingopyxis alaskensis RB2256,317655,sal,bacteria
Zymomonas mobilis subsp. mobilis NCIMB 11163,622759,zmn,bacteria
Zymomonas mobilis subsp. mobilis ZM4,264203,zmo,bacteria
Zymomonas mobilis subsp. pomaceae ATCC 29192,579138,zmp,bacteria
Achromobacter xylosoxidans A8,762376,axy,bacteria
Bordetella avium 197N,360910,bav,bacteria
Bordetella bronchiseptica RB50,257310,bbr,bacteria
Bordetella parapertussis 12822,257311,bpa,bacteria
Bordetella pertussis Tohama I,257313,bpe,bacteria
Bordetella petrii DSM 12804,340100,bpt,bacteria
Pusillimonas sp. T7-7,1007105,put,bacteria
Taylorella equigenitalis MCE9,937774,teq,bacteria
Burkholderia ambifaria AMMD,339670,bam,bacteria
Burkholderia ambifaria MC40-6,398577,bac,bacteria
Burkholderia cenocepacia AU 1054,331271,bcn,bacteria
Burkholderia cenocepacia HI2424,331272,bch,bacteria
Burkholderia cenocepacia J2315,216591,bcj,bacteria
Burkholderia cenocepacia MC0-3,406425,bcm,bacteria
Burkholderia multivorans ATCC 17616,395019,bmj,bacteria
Burkholderia multivorans ATCC 17616,395019,bmu,bacteria
Burkholderia sp. 383,269483,bur,bacteria
Burkholderia vietnamiensis G4,269482,bvi,bacteria
Burkholderia gladioli BSR3,999541,bgd,bacteria
Burkholderia glumae BGR1,626418,bgl,bacteria
Burkholderia phymatum STM815,391038,bph,bacteria
Burkholderia phytofirmans PsJN,398527,bpy,bacteria
Burkholderia rhizoxinica HKI 454,882378,brh,bacteria
Burkholderia sp. CCGE1001,640510,bug,bacteria
Burkholderia sp. CCGE1002,640511,bge,bacteria
Burkholderia sp. CCGE1003,640512,bgf,bacteria
Burkholderia xenovorans LB400,266265,bxe,bacteria
Burkholderia mallei ATCC 23344,243160,bma,bacteria
Burkholderia mallei NCTC 10229,412022,bml,bacteria
Burkholderia mallei NCTC 10247,320389,bmn,bacteria
Burkholderia mallei SAVP1,320388,bmv,bacteria
Burkholderia pseudomallei 1106a,357348,bpl,bacteria
Burkholderia pseudomallei 1710b,320372,bpm,bacteria
Burkholderia pseudomallei 668,320373,bpd,bacteria
Burkholderia pseudomallei K96243,272560,bps,bacteria
Burkholderia pseudomallei MSHR346,536230,bpr,bacteria
Burkholderia thailandensis E264,271848,bte,bacteria
Cupriavidus metallidurans CH34,266264,rme,bacteria
Cupriavidus necator N-1,1042878,cnc,bacteria
Cupriavidus taiwanensis,164546,cti,bacteria
Ralstonia eutropha H16,381666,reh,bacteria
Ralstonia eutropha JMP134,264198,reu,bacteria
Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,312153,pnu,bacteria
Polynucleobacter necessarius subsp. necessarius STIR1,452638,pne,bacteria
Ralstonia pickettii 12D,428406,rpf,bacteria
Ralstonia pickettii 12J,402626,rpi,bacteria
Ralstonia solanacearum CFBP2957,859656,rsc,bacteria
Ralstonia solanacearum GMI1000,267608,rso,bacteria
Ralstonia solanacearum PSI07,859657,rsl,bacteria
Acidovorax avenae subsp. avenae ATCC 19860,643561,aaa,bacteria
Acidovorax citrulli AAC00-1,397945,aav,bacteria
Acidovorax ebreus TPSY,535289,dia,bacteria
Acidovorax sp. JS42,232721,ajs,bacteria
Rhodoferax ferrireducens T118,338969,rfr,bacteria
Alicycliphilus denitrificans BC,596153,adn,bacteria
Alicycliphilus denitrificans K601,596154,adk,bacteria
Comamonas testosteroni CNB-2,688245,ctt,bacteria
Delftia acidovorans SPH-1,398578,dac,bacteria
Delftia sp. Cs1-4,742013,del,bacteria
Polaromonas naphthalenivorans CJ2,365044,pna,bacteria
Polaromonas sp. JS666,296591,pol,bacteria
Ramlibacter tataouinensis TTB310,365046,rta,bacteria
Variovorax paradoxus EPS,595537,vpe,bacteria
Variovorax paradoxus S110,543728,vap,bacteria
Verminephrobacter eiseniae EF01-2,391735,vei,bacteria
Leptothrix cholodnii SP-6,395495,lch,bacteria
Methylibium petroleiphilum PM1,420662,mpt,bacteria
Candidatus Zinderia insecticola CARI,871271,zin,bacteria
Collimonas fungivorans Ter331,1005048,cfu,bacteria
Herbaspirillum seropedicae SmR1,757424,hse,bacteria
Herminiimonas arsenicoxydans,204773,har,bacteria
Janthinobacterium sp. Marseille,375286,mms,bacteria
Thiomonas intermedia K12,75379,tin,bacteria
Candidatus Accumulibacter phosphatis clade IIA str. UW-1,522306,app,bacteria
Candidatus Tremblaya princeps PCIT,891398,tpn,bacteria
Gallionella capsiferriformans ES-2,395494,gca,bacteria
Sideroxydans lithotrophicus ES-1,580332,slt,bacteria
Thiobacillus denitrificans ATCC 25259,292415,tbd,bacteria
Methylobacillus flagellatus KT,265072,mfa,bacteria
Methylotenera mobilis JLW8,583345,mmb,bacteria
Methylotenera versatilis 301,666681,meh,bacteria
Methylovorus glucosetrophus SIP3-4,582744,mei,bacteria
Methylovorus sp. MP688,887061,mep,bacteria
Chromobacterium violaceum ATCC 12472,243365,cvi,bacteria
Laribacter hongkongensis HLHK9,557598,lhk,bacteria
Neisseria gonorrhoeae FA 1090,242231,ngo,bacteria
Neisseria gonorrhoeae NCCP11945,521006,ngk,bacteria
Neisseria lactamica 020-06,489653,nla,bacteria
Neisseria meningitidis 053442,374833,nmn,bacteria
Neisseria meningitidis FAM18,272831,nmc,bacteria
Neisseria meningitidis MC58,122586,nme,bacteria
Neisseria meningitidis Z2491,122587,nma,bacteria
Neisseria meningitidis alpha14,662598,nmi,bacteria
Nitrosomonas europaea ATCC 19718,228410,neu,bacteria
Nitrosomonas eutropha C91,335283,net,bacteria
Nitrosomonas sp. AL212,153948,nit,bacteria
Nitrosomonas sp. Is79A3,261292,nii,bacteria
Nitrosospira multiformis ATCC 25196,323848,nmu,bacteria
Aromatoleum aromaticum EbN1,76114,eba,bacteria
Azoarcus sp. BH72,62928,azo,bacteria
Dechloromonas aromatica RCB,159087,dar,bacteria
Thauera sp. MZ1T,85643,tmz,bacteria
Bdellovibrio bacteriovorus HD100,264462,bba,bacteria
Desulfarculus baarsii DSM 2075,644282,dbr,bacteria
Desulfatibacillum alkenivorans AK-01,439235,dal,bacteria
Desulfobacterium autotrophicum HRM2,177437,dat,bacteria
Desulfococcus oleovorans Hxd3,96561,dol,bacteria
Desulfobulbus propionicus DSM 2032,577650,dpr,bacteria
Desulfotalea psychrophila LSv54,177439,dps,bacteria
Desulfurivibrio alkaliphilus AHT2,589865,dak,bacteria
Desulfohalobium retbaense DSM 5692,485915,drt,bacteria
Desulfomicrobium baculatum DSM 4028,525897,dba,bacteria
Desulfovibrio aespoeensis Aspo-2,643562,das,bacteria
Desulfovibrio alaskensis G20,207559,dde,bacteria
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,525146,dds,bacteria
Desulfovibrio magneticus RS-1,573370,dma,bacteria
Desulfovibrio salexigens DSM 2638,526222,dsa,bacteria
Desulfovibrio vulgaris DP4,391774,dvl,bacteria
Desulfovibrio vulgaris str. 'Miyazaki F',883,dvm,bacteria
Desulfovibrio vulgaris str. Hildenborough,882,dvu,bacteria
Lawsonia intracellularis PHE/MN1-00,363253,lip,bacteria
Hippea maritima DSM 10411,760142,hmr,bacteria
Geobacter bemidjiensis Bem,404380,gbm,bacteria
Geobacter lovleyi SZ,398767,glo,bacteria
Geobacter metallireducens GS-15,269799,gme,bacteria
Geobacter sp. FRC-32,316067,geo,bacteria
Geobacter sp. M18,443143,geb,bacteria
Geobacter sp. M21,443144,gem,bacteria
Geobacter sulfurreducens PCA,243231,gsu,bacteria
Geobacter uraniireducens Rf4,351605,gur,bacteria
Pelobacter carbinolicus DSM 2380,338963,pca,bacteria
Pelobacter propionicus DSM 2379,338966,ppd,bacteria
Stigmatella aurantiaca DW4/3-1,378806,sur,bacteria
Anaeromyxobacter dehalogenans 2CP-1,455488,acp,bacteria
Anaeromyxobacter dehalogenans 2CP-C,290397,ade,bacteria
Anaeromyxobacter sp. Fw109-5,404589,afw,bacteria
Anaeromyxobacter sp. K,447217,ank,bacteria
Myxococcus fulvus HW-1,483219,mfu,bacteria
Myxococcus xanthus DK 1622,246197,mxa,bacteria
Haliangium ochraceum DSM 14365,502025,hoh,bacteria
Sorangium cellulosum 'So ce 56',448385,scl,bacteria
Desulfobacca acetoxidans DSM 11109,880072,dao,bacteria
Syntrophus aciditrophicus SB,56780,sat,bacteria
Syntrophobacter fumaroxidans MPOB,335543,sfu,bacteria
Arcobacter butzleri RM4018,367737,abu,bacteria
Arcobacter nitrofigilis DSM 7299,572480,ant,bacteria
Campylobacter concisus 13826,360104,cco,bacteria
Campylobacter curvus 525.92,360105,ccv,bacteria
Campylobacter fetus subsp. fetus 82-40,360106,cff,bacteria
Campylobacter hominis ATCC BAA-381,360107,cha,bacteria
Campylobacter jejuni RM1221,195099,cjr,bacteria
Campylobacter jejuni subsp. doylei 269.97,360109,cjd,bacteria
Campylobacter jejuni subsp. jejuni 81-176,354242,cjj,bacteria
Campylobacter jejuni subsp. jejuni 81116,407148,cju,bacteria
Campylobacter jejuni subsp. jejuni ICDCCJ07001,757425,cjn,bacteria
Campylobacter jejuni subsp. jejuni NCTC 11168,192222,cje,bacteria
Campylobacter lari RM2100,306263,cla,bacteria
Sulfurospirillum deleyianum DSM 6946,525898,sdl,bacteria
Helicobacter acinonychis str. Sheeba,382638,hac,bacteria
Helicobacter bizzozeronii CIII-1,1002804,hbi,bacteria
Helicobacter felis ATCC 49179,936155,hfe,bacteria
Helicobacter hepaticus ATCC 51449,235279,hhe,bacteria
Helicobacter mustelae 12198,679897,hms,bacteria
Helicobacter pylori 26695,85962,hpy,bacteria
Helicobacter pylori B38,592205,hpb,bacteria
Helicobacter pylori B8,693745,hpl,bacteria
Helicobacter pylori G27,563041,hpg,bacteria
Helicobacter pylori HPAG1,357544,hpa,bacteria
Helicobacter pylori J99,85963,hpj,bacteria
Helicobacter pylori P12,570508,hpp,bacteria
Helicobacter pylori PeCan4,765963,hpc,bacteria
Helicobacter pylori SJM180,765962,hpm,bacteria
Helicobacter pylori Shi470,512562,hps,bacteria
Sulfuricurvum kujiense DSM 16994,709032,sku,bacteria
Sulfurimonas autotrophica DSM 16294,563040,sua,bacteria
Sulfurimonas denitrificans DSM 1251,326298,tdn,bacteria
Wolinella succinogenes DSM 1740,273121,wsu,bacteria
Nautilia profundicola AmH,598659,nam,bacteria
Nitratifractor salsuginis DSM 16511,749222,nsa,bacteria
Nitratiruptor sp. SB155-2,387092,nis,bacteria
Sulfurovum sp. NBC37-1,387093,sun,bacteria
Acidithiobacillus caldus SM-1,990288,acu,bacteria
Acidithiobacillus ferrooxidans ATCC 23270,243159,afr,bacteria
Acidithiobacillus ferrooxidans ATCC 53993,380394,afe,bacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,380703,aha,bacteria
Aeromonas salmonicida subsp. salmonicida A449,382245,asa,bacteria
Aeromonas veronii B565,998088,avr,bacteria
