"URL","Reference_id","Method","Evaluation","EC value","Enzyme","Reaction","K","Temp","Ionic strength","pH","enthalpy","enthalpy","enthalpy","m(KCl,mol.kg-3)","c(KCl,mol dm-3)","m(KCl,mol.kg-1)","c(Na+,mol dm-3)","c(NaCl,mol dm-3)","c(MnCl2,mol dm-3)","c(MgCl2)","c(MnSO4,mol dm-3)","c c(Mg2+,mol dm-3)","c(MgSO4,mol dm-3)","m(MgCl2,mol.kg-1)","c(CaCl2,mol dm-3)","c(ZnCl2,mol dm-3)","c(Mg)tot(mol dm-3)","c(MgCl2,mol dm-3)","c(Mg2+,mol dm-3)","c(MnSO4)","pMn","pMg","c(total substrate,mol dm-3)","c(nucleotide)tot(mol dm-3)","x(cosolvent)","cosolvent","salt","c(salt,mol dm-3)","c(Tris,mol dm-3)",,"c(spermidine,mol dm-3)","c(phosphate,mol dm-3)","c(orthophosphate)","c(orthophosphate,mol dm-3)","c(tetra-n-propylammonium+,mol dm-3)","buffer","buffer(mol dm-3)","Buffer",,1
"enzyme_data1.pl?col=1.&T1=53RAT/ANS_1222","53RAT/ANS","chemical analysis","B","4.3.2.1","arginosuccinate lyase","N-(L-argino)succinate(aq) = fumarate(aq) + L-arginine(aq)",0.0114,311.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.05 mol dm-3)",,1625
"enzyme_data1.pl?col=1.&T1=86NAK/KIM_1081","86NAK/KIM","HPLC","B","3.4.24.27","thermolysin","N-(benzyloxycarbonyl)-L-aspartyl-L-phenylalanine methyl ester(aq) + H2O(l) = N-(benzyloxycarbonyl)-L-aspartic acid(aq) + L-phenylalanine methyl ester(aq)",0.79,313.15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mes (0.05 M) + NaOH",,1626
"enzyme_data1.pl?col=1.&T1=84OYA/IRI_985","84OYA/IRI","HPLC","B","3.4.24.27","thermolysin","N-(benzyloxycarbonyl)-L-aspartyl-L-phenylalanine methyl ester(aq) + H2O(l) = N-(benzyloxycarbonyl)-L-aspartic acid(aq) + L-phenylalanine methyl ester(aq)",0.67,313.15,,"? 6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No specific buffering system was used.  The pH was adjusted with NaOH.",,1627
"enzyme_data1.pl?col=1.&T1=59MIL/LUK_1225","59MIL/LUK","spectrophotometry, chromatography, and radioactivity","C","4.3.2.2","adenylosuccinate lyase","N-(5-amino-1--D-ribosyl-4-imidazoyl-carbonyl)-L-aspartic acid 5'-phosphate(aq) = fumarate(aq) +  5-amino-1--D-ribosyl-4-imidazolecarboxamide 5'-phosphate(aq)",0.0023,310.15,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.023 mol dm-3)",,1628
"enzyme_data1.pl?col=1.&T1=73VID/UDE_78","73VID/UDE","spectrophotometry","C","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","1.10E-03",298.15,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tetrapotassium tetraphosphate (0.0167 mol dm-3)",,1629
"enzyme_data1.pl?col=1.&T1=73VID/UDE_78","73VID/UDE","spectrophotometry","C","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","1.70E-03",298.15,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tetrapotassium tetraphosphate (0.0167 mol dm-3)",,1630
"enzyme_data1.pl?col=1.&T1=73VID/UDE_78","73VID/UDE","spectrophotometry","C","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","3.30E-02",298.15,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tetrapotassium tetraphosphate (0.0167 mol dm-3)",,1631
"enzyme_data1.pl?col=1.&T1=73VID/UDE_78","73VID/UDE","spectrophotometry","C","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","1.70E-02",298.15,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tetrapotassium tetraphosphate (0.0167 mol dm-3)",,1632
"enzyme_data1.pl?col=1.&T1=73VID/UDE_78","73VID/UDE","spectrophotometry","C","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","5.30E-03",298.15,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tetrapotassium tetraphosphate (0.0167 mol dm-3)",,1633
"enzyme_data1.pl?col=1.&T1=56LAR/JAC_77","56LAR/JAC","spectrophotometry","B","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","2.70E-03",303.15,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pyrophosphate (0.01 mol dm-3)",,1634
"enzyme_data1.pl?col=1.&T1=56LAR/JAC_77","56LAR/JAC","spectrophotometry","B","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","1.30E-03",303.15,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pyrophosphate (0.01 mol dm-3)",,1635
"enzyme_data1.pl?col=1.&T1=56LAR/JAC_77","56LAR/JAC","spectrophotometry","B","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","3.70E-04",303.15,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pyrophosphate (0.01 mol dm-3)",,1636
"enzyme_data1.pl?col=1.&T1=56LAR/JAC_77","56LAR/JAC","spectrophotometry","B","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","1.30E-03",303.15,,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pyrophosphate (0.01 mol dm-3)",,1637
"enzyme_data1.pl?col=1.&T1=56LAR/JAC_77","56LAR/JAC","spectrophotometry","B","1.1.1.18","myo-inositol 2-dehydrogenase","myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq)","6.70E-04",303.15,,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pyrophosphate (0.01 mol dm-3)",,1638
"enzyme_data1.pl?col=1.&T1=92LOR/TRA_739","92LOR/TRA","HPLC","B","3.1.1.3","triacylglycerol lipase","monoolein(aq) + H2O(l) = oleic acid(aq) + glycerol(aq)",0.48,333.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639
"enzyme_data1.pl?col=1.&T1=75GER/WES_790","75GER/WES","calorimetry","A","3.1.3.1","alkaline phosphatase","monoethyl phosphate(aq) + H2O(l) = ethanol(aq) + orthophosphate(aq)",,298.15,,7.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipes (0.05 mol dm-3)",,1640
"enzyme_data1.pl?col=1.&T1=71KUN/STA_1384","71KUN/STA","spectrophotometry","B","5.3.3.6","methylitaconate ?-isomerase","methylitaconate(aq) = dimethylmaleate(aq)",3.4,307.15,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate",,1641
"enzyme_data1.pl?col=1.&T1=36MEY/LOH_1099","36MEY/LOH","chemical analysis","C","4.1.2.13","fructose-biphosphate aldolase","methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq)",0.0067,313.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,1642
"enzyme_data1.pl?col=1.&T1=36MEY/LOH_1099","36MEY/LOH","chemical analysis","C","4.1.2.13","fructose-biphosphate aldolase","methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq)",0.0029,293.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,1643
"enzyme_data1.pl?col=1.&T1=36MEY/LOH_1099","36MEY/LOH","chemical analysis","C","4.1.2.13","fructose-biphosphate aldolase","methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq)",0.0021,273.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,1644
"enzyme_data1.pl?col=1.&T1=75GER/WES_789","75GER/WES","calorimetry","A","3.1.3.1","alkaline phosphatase","methyl-D-ribofuranoside 5-phosphate(aq) + H2O(l) = methyl-D-ribofuranose + orthophosphate(aq)",,298.15,,7.3,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipes (0.05 mol dm-3)",,1645
"enzyme_data1.pl?col=1.&T1=75GER/WES_846","75GER/WES","calorimetry","A","3.1.4.-","phosphohydrolase (unclassified)","methyl-D-ribofuranoside 3,5-(cyclic)phosphate(aq) + H2O(l) = methyl-D-ribofuranoside 5-phosphate(aq)",,310.15,,7.2,-50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipes (0.05 mol dm-3)",,1646
"enzyme_data1.pl?col=1.&T1=75GER/WES_846","75GER/WES","calorimetry","A","3.1.4.-","phosphohydrolase (unclassified)","methyl-D-ribofuranoside 3,5-(cyclic)phosphate(aq) + H2O(l) = methyl-D-ribofuranoside 5-phosphate(aq)",,298.15,,7.3,-49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipes (0.05 mol dm-3)",,1647
"enzyme_data1.pl?col=1.&T1=36VEI_922","36VEI","polarimetry","C","3.2.1.21","_-glucosidase","methyl-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq)",4.73,303.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648
"enzyme_data1.pl?col=1.&T1=36VEI_922","36VEI","polarimetry","C","3.2.1.21","_-glucosidase","methyl-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq)",4.5,277.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649
"enzyme_data1.pl?col=1.&T1=75GER/WES_788","75GER/WES","calorimetry","A","3.1.3.1","alkaline phosphatase","methyl-D-glucopyranoside 6-phosphate(aq) + H2O(l) = methyl-D-glucopyranose(aq) + orthophosphate(aq)",,298.15,,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipes (0.05 mol dm-3)",,1650
"enzyme_data1.pl?col=1.&T1=75GER/WES_845","75GER/WES","calorimetry","A","3.1.4.-","phosphohydrolase (unclassified)","methyl-D-glucopyranoside 4,6-(cyclic)phosphate(aq) + H2O(l) = methyl-D-glucopyranoside 6-phosphate(aq)",,298.15,,7.3,-28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipes (0.05 mol dm-3)",,1651
"enzyme_data1.pl?col=1.&T1=05TEW/GOL_1633","05TEW/GOL","calorimetry","A","3.5.5.1","nitrilase","-methylbenzylcyanide(aq) + 2 H2O(l) =-methylbenzene acetic acid(aq) + ammonia(aq)",,298.15,0.29,7.51,-82.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,1652
"enzyme_data1.pl?col=1.&T1=78ERB/BUR_1528","78ERB/BUR","spectrophotometric and manometry","C","1.18.99.1","hydrogenase","methyl viologen(red)(aq) = methyl viologen(ox)(aq) + H2(g)",0.0013,298.15,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bes, tricine, serine, glycine, and Mes",,1653
"enzyme_data1.pl?col=1.&T1=78ERB/BUR_1528","78ERB/BUR","spectrophotometric and manometry","C","1.18.99.1","hydrogenase","methyl viologen(red)(aq) = methyl viologen(ox)(aq) + H2(g)",10,298.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bes, tricine, serine, glycine, and Mes",,1654
"enzyme_data1.pl?col=1.&T1=78ERB/BUR_1528","78ERB/BUR","spectrophotometric and manometry","C","1.18.99.1","hydrogenase","methyl viologen(red)(aq) = methyl viologen(ox)(aq) + H2(g)",0.12,298.15,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bes, tricine, serine, glycine, and Mes",,1655
"enzyme_data1.pl?col=1.&T1=78ERB/BUR_1528","78ERB/BUR","spectrophotometric and manometry","C","1.18.99.1","hydrogenase","methyl viologen(red)(aq) = methyl viologen(ox)(aq) + H2(g)",0.000022,298.15,,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bes, tricine, serine, glycine, and Mes",,1656
"enzyme_data1.pl?col=1.&T1=79KIM/PET_143","79KIM/PET","spectrophotometry","B","1.1.1.37","malate dehydrogenase","meso-tartrate(aq) + NAD(aq) = 2-oxo-3-hydroxysuccinate(aq) + NADH(aq)","1.25E-06",298.15,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris + acetate (0.05 mol dm-3)",,1657
"enzyme_data1.pl?col=1.&T1=68KOH/JAK_142","68KOH/JAK","spectrophotometry","C","1.1.1.37","malate dehydrogenase","meso-tartrate(aq) + NAD(aq) = (E)-dihydroxyfumarate(aq) + NADH(aq)","3.40E-04",298.15,,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3) + HCl",,1658
"enzyme_data1.pl?col=1.&T1=68KOH/JAK_142","68KOH/JAK","spectrophotometry","C","1.1.1.37","malate dehydrogenase","meso-tartrate(aq) + NAD(aq) = (E)-dihydroxyfumarate(aq) + NADH(aq)","5.30E-05",298.15,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3) + HCl",,1659
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_899","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltotriose(aq) + 2 H2O(l) = 3 D-glucose(aq)",,298.15,,4.44,-9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1660
"enzyme_data1.pl?col=1.&T1=65TAK/HIR_898","65TAK/HIR","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltotriose(aq) + 2 H2O(l) = 3 D-glucose(aq)",,298.15,,4.5,-8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"acetate (0.02 mol dm-3)",,1661
"enzyme_data1.pl?col=1.&T1=78OKA/GEN_875","78OKA/GEN","paper chromatography","C","3.2.1.2","_-amylase","maltotetraose(aq) + H2O(l) = 2 maltose(aq)",335,303.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_897","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltotetraose(aq) + 3 H2O(l) = 4 D-glucose(aq)",,298.15,,4.44,-13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1663
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","3.00E+03",285.7,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"none",,,,,,,,,,,,"citrate + NaOH",,1664
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","1.60E+03",294.1,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"none",,,,,,,,,,,,"citrate + NaOH",,1665
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","8.60E+02",285.7,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"poly(ethylene glycol) 6000, 10 % (w/w)",,,,,,,,,,,,"citrate + NaOH",,1666
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","8.10E+02",303,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"none",,,,,,,,,,,,"citrate + NaOH",,1667
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","5.10E+02",294.1,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"poly(ethylene glycol) 6000, 10 % (w/w)",,,,,,,,,,,,"citrate + NaOH",,1668
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","4.00E+02",312.5,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"none",,,,,,,,,,,,"citrate + NaOH",,1669
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","3.50E+02",303,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"poly(ethylene glycol) 6000, 10 % (w/w)",,,,,,,,,,,,"citrate + NaOH",,1670
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","2.90E+02",322.6,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"none",,,,,,,,,,,,"citrate + NaOH",,1671
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","2.20E+02",312.5,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"poly(ethylene glycol) 6000, 10 % (w/w)",,,,,,,,,,,,"citrate + NaOH",,1672
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","2.00E+02",333.3,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"none",,,,,,,,,,,,"citrate + NaOH",,1673
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","1.50E+02",322.6,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"poly(ethylene glycol) 6000, 10 % (w/w)",,,,,,,,,,,,"citrate + NaOH",,1674
"enzyme_data1.pl?col=1.&T1=92LEE/HAN_945","92LEE/HAN","HPLC","B","3.2.1.41","-dextrin endo-1,6--glucosidase","maltosyl--cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq)","1.10E+02",333.3,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"poly(ethylene glycol) 6000, 10 % (w/w)",,,,,,,,,,,,"citrate + NaOH",,1675
"enzyme_data1.pl?col=1.&T1=52FIT/DOU_419","52FIT/DOU","chromatography","C","2.4.1.8","maltose phosphorylase","maltose(aq) + orthophosphate(aq) = D-glucose(aq) +-D-glucose 1-phosphate(aq)",0.23,310.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris + HCl",,1676
"enzyme_data1.pl?col=1.&T1=61DOU_420","61DOU",,"D","2.4.1.8","maltose phosphorylase","maltose(aq) + orthophosphate(aq) = D-glucose(aq) +-D-glucose 1-phosphate(aq)",0.23,310.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677
"enzyme_data1.pl?col=1.&T1=78OKA/GEN_893","78OKA/GEN","paper chromatography","C","3.2.1.3","glucan 1,4--glucosidase","maltose(aq) + H2O(l) = 2 D-glucose(aq)",322,303.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678
"enzyme_data1.pl?col=1.&T1=84ADA/UED_895","84ADA/UED","HPLC and enzymatic assay","C","3.2.1.3","glucan 1,4--glucosidase","maltose(aq) + H2O(l) = 2 D-glucose(aq)",200,313,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"acetate (0.010 mol dm-3)",,1679
"enzyme_data1.pl?col=1.&T1=80BEY/ROE_894","80BEY/ROE","HPLC","C","3.2.1.3","glucan 1,4--glucosidase","maltose(aq) + H2O(l) = 2 D-glucose(aq)",197,"~328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680
"enzyme_data1.pl?col=1.&T1=89TEW/GOL_912","89TEW/GOL","calorimetry","A","3.2.1.20","#NAME?","maltose(aq) + H2O(l) = 2 D-glucose(aq)",,304.55,,5.65,-3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1681
"enzyme_data1.pl?col=1.&T1=89TEW/GOL_912","89TEW/GOL","calorimetry","A","3.2.1.20","#NAME?","maltose(aq) + H2O(l) = 2 D-glucose(aq)",,298.15,,5.65,-4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1682
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_896","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltose(aq) + H2O(l) = 2 D-glucose(aq)",,298.15,,4.44,-4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1683
"enzyme_data1.pl?col=1.&T1=65ONO/HIR_892","65ONO/HIR","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltose(aq) + H2O(l) = 2 D-glucose(aq)",,298.15,,4.5,-4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"acetate (0.02 mol dm-3)",,1684
"enzyme_data1.pl?col=1.&T1=65ONO/HIR_892","65ONO/HIR","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltose(aq) + H2O(l) = 2 D-glucose(aq)",,308.15,,4.5,-4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"acetate (0.02 mol dm-3)",,1685
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_891","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltopentaose(aq) + 4 H2O(l) = 5 D-glucose(aq)",,298.15,,4.44,-18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1686
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_890","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltohexaose(aq) + 5 H2O(l) = 6 D-glucose(aq)",,311.15,,4.44,-22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1687
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_890","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltohexaose(aq) + 5 H2O(l) = 6 D-glucose(aq)",,298.15,,4.44,-22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1688
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_890","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltohexaose(aq) + 5 H2O(l) = 6 D-glucose(aq)",,304.65,,4.44,-22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1689
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_889","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltoheptaose(aq) + 6 H2O(l) = 7 D-glucose(aq)",,311.15,,4.44,-26.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1690
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_889","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltoheptaose(aq) + 6 H2O(l) = 7 D-glucose(aq)",,298.15,,4.44,-26.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1691
"enzyme_data1.pl?col=1.&T1=91GOL/BEL_889","91GOL/BEL","calorimetry","A","3.2.1.3","glucan 1,4--glucosidase","maltoheptaose(aq) + 6 H2O(l) = 7 D-glucose(aq)",,304.65,,4.44,-27.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sodium acetate (0.1 mol dm-3)",,1692
"enzyme_data1.pl?col=1.&T1=66WIL/WAK_412","66WIL/WAK","chromatography and radioactivity","B","2.3.1.39","[acyl-carrier-protein] S-malonyltransferase","malonyl-CoA(aq) + acyl-carrier protein(aq) = CoA(aq) + malonyl-[acyl-carrier protein](aq)",2.33,311.15,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.1 mol dm-3)",,1693
"enzyme_data1.pl?col=1.&T1=71JOS/WAK_413","71JOS/WAK",,"B","2.3.1.39","[acyl-carrier-protein] S-malonyltransferase","malonyl-CoA(aq) + acyl-carrier protein(aq) = CoA(aq) + malonyl-[acyl-carrier protein](aq)",0.018,298.15,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.05 mol dm-3)",,1694
"enzyme_data1.pl?col=1.&T1=00TEW/GOL_1636","00TEW/GOL","calorimetry and chromatography","A","2.6.1.42","branched-chain-amino-acid transferase","L-valine(aq) + 2-oxoglutarate(aq) = 2-oxovalerate(aq) + L-glutamate(aq)",,298.15,0.31,7.21,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,1695
