url,reference_id,method,evaluation,ec,enzyme,kegg_reaction,reaction,K,T,I,pH,pMg,comment,Ktype
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_780,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,,L--glycerophosphate(aq) + H2O(l) = glycerol(aq) + orthophosphate(aq),9.0,308.15,0.0277,8,3.05,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),620.0,298.2,0.055,7.8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),550.0,308.2,0.175,7.8,1.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),530.0,311.0,0.175,7.8,1.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),530.0,303.5,0.175,7.8,1.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),500.0,303.5,0.055,7.8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),490.0,298.2,0.175,7.8,1.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),490.0,308.2,0.055,7.8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),490.0,313.4,0.175,7.8,1.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),440.0,311.0,0.055,7.8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),400.0,313.4,0.055,7.8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),320.0,308.15,0.019,5,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),214.0,308.15,0.049,5,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),156.0,308.15,0.0125,6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),156.0,308.15,0.0125,6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),140.0,308.15,0.028,6.1,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),140.0,308.15,0.025,6.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),120.0,308.15,0.04,6.1,2.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),120.0,308.15,0.0313,6.1,2.68,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),110.0,308.15,0.055,6.1,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),100.0,308.15,0.0425,6,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),100.0,308.15,0.082,6.1,1.72,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),96.0,308.15,0.175,6.1,1.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),83.0,308.15,0.325,6.1,1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),74.0,308.15,0.547,6.1,0.759,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),63.0,308.15,0.0125,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),63.0,308.15,0.0425,7,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),61.0,308.15,0.04,7,2.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),61.0,308.15,0.325,7,1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),58.0,308.15,0.0365,7.2,2.1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),56.0,308.15,0.0155,7,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),56.0,308.15,0.0307,7,2.72,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),56.0,308.15,0.625,7,0.699,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),56.0,308.15,0.025,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),56.0,308.15,0.028,7,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),56.0,308.15,0.0313,7,2.68,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),53.0,308.15,0.0925,8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),53.0,308.15,0.0925,8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),49.0,308.15,0.275,7.8,1.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),49.0,308.15,0.025,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),47.0,308.15,0.0655,7.8,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),47.0,308.15,0.0625,9,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),47.0,308.15,0.0625,10,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),47.0,308.15,0.0625,8,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),46.0,308.15,0.325,7,1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),45.0,308.15,0.125,7.8,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),45.0,308.15,0.155,7.8,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),45.0,308.15,0.425,7.8,1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),42.0,308.15,0.0652,8,3.05,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),39.0,308.15,0.04,7,2.3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_780,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,,L--glycerophosphate(aq) + H2O(l) = glycerol(aq) + orthophosphate(aq),73.0,308.15,0.325,7,1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_780,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,,L--glycerophosphate(aq) + H2O(l) = glycerol(aq) + orthophosphate(aq),68.0,308.15,0.025,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_780,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,,L--glycerophosphate(aq) + H2O(l) = glycerol(aq) + orthophosphate(aq),26.0,308.15,0.0277,8,3.05,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),56.0,308.15,0.0365,7.2,2.1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_808,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,C01005 + C00001 = C00065 + C00009,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),29.0,308.15,0.0365,7.2,2.1,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_780,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,,L--glycerophosphate(aq) + H2O(l) = glycerol(aq) + orthophosphate(aq),22.0,308.15,0.0277,8,3.05,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=63CHE/RAW_983,63CHE/RAW,calorimetry,C,3.4.23.4,chymosin,,cleavage of a single bond in casein,,298.15,0,6.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85ANS/PRI_277,85ANS/PRI,,D,1.4.1.2,glutamate dehydrogenase,C00025 + C00003 + C00001 = C00026 + C00004 + C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),8e-08,311.15,0,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85ANS/PRI_141,85ANS/PRI,,D,1.1.1.37,malate dehydrogenase,C00149 + C00003 = C00036 + C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),2.4e-05,311.15,0,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=63CHE/RAW_983,63CHE/RAW,calorimetry,C,3.4.23.4,chymosin,,cleavage of a single bond in casein,,298.15,0,6.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=63CHE/RAW_983,63CHE/RAW,calorimetry,C,3.4.23.4,chymosin,,cleavage of a single bond in casein,,298.15,0,6.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85ANS/PRI_277,85ANS/PRI,,D,1.4.1.2,glutamate dehydrogenase,C00025 + C00003 + C00001 = C00026 + C00004 + C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),4.8e-07,311.15,0,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85ANS/PRI_141,85ANS/PRI,,D,1.1.1.37,malate dehydrogenase,C00149 + C00003 = C00036 + C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),6.4e-05,311.15,0,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85ANS/PRI_277,85ANS/PRI,,D,1.4.1.2,glutamate dehydrogenase,C00025 + C00003 + C00001 = C00026 + C00004 + C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),3.1e-06,311.15,0,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85ANS/PRI_141,85ANS/PRI,,D,1.1.1.37,malate dehydrogenase,C00149 + C00003 = C00036 + C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),3.6e-05,311.15,0,7.6,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),75.0,303.15,0.0248,6.2,2.4,"cosolvent => ethylene glycol, 66 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),75.0,303.15,0.0248,6.2,2.4,"cosolvent => poly(ethylene glycol) 3500, 50 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),62.0,303.15,0.0158,7.2,3,"cosolvent => ethylene glycol, 66 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),62.0,303.15,0.0158,7.2,3,"cosolvent => poly(ethylene glycol) 3500, 50 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),53.0,303.15,0.064,8,3.4,"cosolvent => ethylene glycol, 66 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),42.0,303.15,0.0428,6.2,2,"cosolvent => poly(ethylene glycol) 3500, 50 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),41.0,303.15,0.0248,6.2,2.4,"cosolvent => poly(ethylene glycol) 8000, 50 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),38.0,303.15,0.0188,7.2,2.7,"cosolvent => ethylene glycol, 66 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),35.0,303.15,0.0428,6.2,2,"cosolvent => ethylene glycol, 66 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),29.0,303.15,0.0188,7.2,2.7,"cosolvent => poly(ethylene glycol) 3500, 50 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),29.0,303.15,0.0188,7.2,2.7,"cosolvent => poly(ethylene glycol) 3500, 50 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),29.0,303.15,0.0643,8,3.3,"cosolvent => ethylene glycol, 66 %(w/v)",K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=85DEM/BEH_1066,85DEM/BEH,radioactivity,B,3.6.1.1,inorganic pyrophosphatase,C00013 + C00001 = 2 C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),29.0,303.15,0.0728,6.2,1.7,"cosolvent => poly(ethylene glycol) 3500, 50 %(w/v)",K'
