Species, Gene
CPC, Cpar_0337
CCH, Cag_1793
CPH, Cpha266_2149
CPB, Cphamn1_2103
CLI, Clim_2075
PVI, Cvib_0376
PLT, Plut_0308
PPH, Ppha_2482
PAA, Paes_1905
CAU, Caur_2552
CAG, Cagg_3477
CHL, Chy400_2753
HAU, Haur_3023
TRO, trd_1146(pgl)
STI, Sthe_2438
ATM, ANT_14970 ANT_18740
DGE, Dgeo_1976
DMR, Deima_2381
TSC, TSC_c11230
MSV, Mesil_2481
MHD, Marky_1022
HYA, HY04AAS1_1283
HYD, Hyd3684_1266
HYS, HydSHO_1268
HTH, HTH_0378
TAL, Thal_1578
TMA, TM1154
TPT, Tpet_1596
TRQ, TRQ2_1662
TNA, CTN_1421
TNP, Tnap_1616
PMO, Pmob_1134
NDE, NIDE0355(pgl)
TTR, Tter_0412
