Species, Gene
MPF, MPUT_0568(pfkA)
UUR, UU185(pfkA)
UPA, UPA3_0192
UUE, UUR10_0176
POY, PAM_281(pfkA)
AYW, AYWB_440(pfkA)
PML, ATP_00105(pfkA)
PAL, PAa_0164(pfkA)
ACL, ACL_1091(pfk1) ACL_1092(pfk2)
MFL, Mfl174
MTU, Rv2029c(pfkB) Rv3010c(pfkA)
MTC, MT2088 MT3090(pfkA)
MRA, MRA_2044(pfkB) MRA_3040(pfkA)
MTF, TBFG_12066 TBFG_13025
MTB, TBMG_00960(TBMG_00960.1) TBMG_01952(TBMG_01952.1)
MBO, Mb2054c(pfkB) Mb3035c(pfkA)
MBB, BCG_2048c(pfkB) BCG_3032c(pfkA)
MBT, JTY_2043(pfkB) JTY_3027(pfkA)
MAF, MAF_20440(pfkB) MAF_30160(pfkA)
MLE, ML1701(pfkA)
MLB, MLBr_01701(pfkA)
MPA, MAP3044c(pfkA)
MAV, MAV_3858
MSM, MSMEG_3947
MUL, MUL_1940(pfkA)
MVA, Mvan_1394 Mvan_2116 Mvan_4105
MGI, Mflv_4245 Mflv_4987
MAB, MAB_3335c
MMC, Mmcs_1892 Mmcs_3412
MKM, Mkms_1938 Mkms_3475
MJL, Mjls_1872 Mjls_3423
MSP, Mspyr1_35900 Mspyr1_44050
MJD, JDM601_0646(pfkA_1) JDM601_2732(pfkA)
MMI, MMAR_1703(pfkA) MMAR_3411(pfkA_1) MMAR_3482(pfkB_1)
ASD, AS9A_2575 AS9A_3202(pfkA)
CGL, NCgl1202(cgl1250) NCgl1860(cgl1935)
CGB, cg1409(pfkA)
CGT, cgR_1327
CEF, CE1348
CDI, DIP1088(pfkA)
CJK, jk1308
CUR, cur_0738
CAR, cauri_1116(pfkA)
CKP, ckrop_1249(pfkA)
CPU, cpfrc_00879(pfkA)
CRD, CRES_1382(pfkA)
CUL, CULC22_00941(pfkA)
CVA, CVAR_1795(pfkA)
NFA, nfa42410(pfkA)
RHA, RHA1_ro06479(pfkA)
RER, RER_23890 RER_33980
ROP, ROP_65320
REQ, REQ_15220(pfkB) REQ_31560(pfkA)
GBR, Gbro_3237
TPR, Tpau_2871
SRT, Srot_1137
SCO, SCO1214(2SCG58.14) SCO2119(pfkA) SCO5426(pfkA2)
SMA, SAV_2822(pfkA1) SAV_6083(pfkA2) SAV_7123(pfkA3)
SGR, SGR_2110 SGR_6306
SCB, SCAB_28201(pfkA2) SCAB_67621(pfkA1) SCAB_78581(pfkA3)
SSX, SACTE_0622 SACTE_4618
SVL, Strvi_1724 Strvi_3557 Strvi_7203
LXX, Lxx07530(pfkA)
CMI, CMM_0604(pfkA)
CMS, CMS_2832(pfkA)
MTS, MTES_0357(pfkA)
ART, Arth_0237 Arth_3003
AAU, AAur_2976(pfkA)
ACH, Achl_2715
AAI, AARI_23750(pfkA)
APN, Asphe3_28480 Asphe3_29980
RSA, RSal33209_0973
KRH, KRH_05770
MLU, Mlut_17370
RMU, RMDY18_04230
RDN, HMPREF0733_10351(pfkA)
BFA, Bfae_11020
JDE, Jden_1228
KSE, Ksed_08980
XCE, Xcel_1514
IVA, Isova_1439
SKE, Sked_20200
CFL, Cfla_1961 Cfla_3475
CFI, Celf_1847 Celf_3566
ICA, Intca_0246
PAC, PPA0090(pfkA) PPA0143 PPA2267
PAK, HMPREF0675_3093 HMPREF0675_5342
PFR, PFREUD_08290(pfkA)
NDA, Ndas_3121
TCU, Tcur_2446 Tcur_3043
FRE, Franean1_1832
FRI, FraEuI1c_1820
FAL, FRAAL5084(pfkA)
FSY, FsymDg_3146
NML, Namu_0057
GOB, Gobs_2244 Gobs_3319
KRA, Krad_3234
SEN, SACE_1704(pfkA)
SVI, Svir_24790
TBI, Tbis_1326
AMD, AMED_2460(pfk) AMED_7815(fruK)
PDX, Psed_1644
AMI, Amir_1394
SAQ, Sare_3497
MAU, Micau_2022 Micau_4533
MIL, ML5_3770
VMA, VAB18032_27046 VAB18032_27836
CAI, Caci_6053
SNA, Snas_5050
AHE, Arch_1291
MCU, HMPREF0573_10271(pfkL)
RXY, Rxyl_2588
CWO, Cwoe_2862
APV, Apar_0356 Apar_0357
ELE, Elen_2735
EYY, EGYY_04530(pfkA)
OLS, Olsu_0493 Olsu_1178
TSU, Tresu_0342
TBE, Trebr_2388 Trebr_2519
TAZ, TREAZ_3452
TPI, TREPR_3551
SSM, Spirs_1892 Spirs_3564
STA, STHERM_c00290(pfkA3) STHERM_c02570
SBU, SpiBuddy_0581
SCD, Spica_2066
BHY, BHWA1_02459(pfkA)
BRM, Bmur_2362
BPO, BP951000_0897(pfkA)
ABA, Acid345_1623 Acid345_3032 Acid345_4086
ACA, ACP_0125(pfkA1)
BTH, BT_1102(pfkA) BT_2062(pfkA) BT_3356(pfkA)
BFR, BF0217(pfkA) BF3749(pfkA)
BFS, BF0176(pfkA) BF3537(pfkA)
BVU, BVU_1040 BVU_1935 BVU_1971 BVU_3512
BHL, Bache_0556 Bache_3312
BSA, Bacsa_2361 Bacsa_3294 Bacsa_3339
PAH, Poras_1134
PDI, BDI_2830 BDI_3741
PPN, Palpr_2798
OSP, Odosp_0362 Odosp_0661 Odosp_3249
PRU, PRU_1201(pfkA)
PMZ, HMPREF0659_A6485(pfkA)
PDN, HMPREF9137_1011(pfkA)
SRU, SRU_0825(pfkA) SRU_2111
SRM, SRM_01004(pfkA) SRM_02332(pfkA)
RMR, Rmar_0296 Rmar_2333
RMG, Rhom172_0277 Rhom172_2331
CPI, Cpin_2322
PHE, Phep_0033 Phep_3293
PSN, Pedsa_1833 Pedsa_3001
SHG, Sph21_1062 Sph21_3894
HHY, Halhy_0075 Halhy_2810
CMR, Cycma_0525 Cycma_3720 Cycma_4556
CHU, CHU_1600(pfkB) CHU_2773(pfkA)
DFE, Dfer_3102 Dfer_4571
SLI, Slin_3541 Slin_4275
LBY, Lbys_1517
RSI, Runsl_0094 Runsl_0663
MTT, Ftrac_0899 Ftrac_3083
GFO, GFO_1643(pfkA) GFO_2131(pfkA)
FJO, Fjoh_4591
FPS, FP1614(pfkA)
COC, Coch_1624
RBI, RB2501_13234
ZPR, ZPR_2751 ZPR_3404
CAT, CA2559_05110
RAN, Riean_0595
FBC, FB2170_09866
CAO, Celal_2961 Celal_3034 Celal_3105 Celal_4209
CLY, Celly_2597
WVI, Weevi_1531
KDI, Krodi_2847
LAN, Lacal_2588
MRS, Murru_2294
FBA, FIC_00682
SUM, SMCARI_278(pfkA)
FTE, Fluta_2495
FSU, Fisuc_1322
FNU, FN0410(pfkA)
LBA, Lebu_0873
STR, Sterm_1715
SMF, Smon_0412
IPO, Ilyop_1000 Ilyop_2000
OTE, Oter_1401
CAA, Caka_2312
MIN, Minf_2122(pfkA)
AMU, Amuc_0210 Amuc_1481 Amuc_1671
GAU, GAU_2768
RBA, RB7572(pfkA)
PSL, Psta_0766 Psta_2483 Psta_4392
PLM, Plim_0062 Plim_2613
PBS, Plabr_0467 Plabr_2332
IPA, Isop_1077 Isop_3208 Isop_3233
EMI, Emin_0410
RSD, TGRD_308
TAI, Taci_1258 Taci_1743
ACO, Amico_1481
SYN, sll0745(pfkA) sll1196(pfkA)
SYC, syc0931_d(pfkA)
SYF, Synpcc7942_0592
SYP, SYNPCC7002_A0162(pfkA)
CYB, CYB_2199
TEL, tll1316(pfkA)
MAR, MAE_38160 MAE_52710
CYT, cce_0669(pfkA1) cce_3253(pfkA2)
CYP, PCC8801_0191 PCC8801_3930
CYC, PCC7424_1263 PCC7424_2934
CYN, Cyan7425_2651
CYH, Cyan8802_0186 Cyan8802_3979
CYJ, Cyan7822_0159 Cyan7822_3033
ANA, all7335 alr1913(pfkA)
NPU, Npun_R0482
AVA, Ava_3044(pfkA)
AMR, AM1_3947(pfkA) AM1_D0143(pfkA)
CTE, CT0250(pfk-2) CT1603(pfk-1)
CPC, Cpar_1530 Cpar_1784
CCH, Cag_0879(pfkA) Cag_1780
CPH, Cpha266_0589 Cpha266_2597
CPB, Cphamn1_0608
CLI, Clim_0452
PVI, Cvib_1390 Cvib_1665
PLT, Plut_1600 Plut_2022(pfkA)
PPH, Ppha_0717 Ppha_1461
PAA, Paes_0376 Paes_0550 Paes_1068
CTS, Ctha_0151
DLY, Dehly_0918
RRS, RoseRS_1829 RoseRS_1831 RoseRS_2734
RCA, Rcas_1875 Rcas_2513 Rcas_2515
CAU, Caur_0258 Caur_0869
CAG, Cagg_2702 Cagg_3643
CHL, Chy400_0274 Chy400_0944
HAU, Haur_4102 Haur_4499
TRO, trd_0608 trd_1096
STI, Sthe_0688 Sthe_1343
ATM, ANT_01840(pfkA) ANT_11590
DRA, DR_0635(pfkA)
DGE, Dgeo_1637
DDR, Deide_14610(pfkA)
DMR, Deima_0485
DPT, Deipr_1157
TRA, Trad_1963
TTH, TTC1597(pfkA)
TTJ, TTHA1962(pfkA)
TSC, TSC_c24940(pfkA)
MRB, Mrub_0615
MSV, Mesil_0169 Mesil_3101
OPR, Ocepr_1695
MHD, Marky_1785
AAE, aq_1708(pfkA)
SUL, SYO3AOP1_0397
SAF, SULAZ_0890
PMX, PERMA_1298(pfkA)
TMA, TM0209(pfkA) TM0289
TPT, Tpet_0623 Tpet_0715
TLE, Tlet_1946 Tlet_1950 Tlet_1961
TRQ, TRQ2_0648 TRQ2_0739
TNA, CTN_0395 CTN_0476
TNP, Tnap_0839 Tnap_0921
TTA, Theth_1881 Theth_1889 Theth_1894
TME, Tmel_0806 Tmel_1595 Tmel_1902
TAF, THA_1802(pfkA) THA_196 THA_927
FNO, Fnod_1343 Fnod_1550 Fnod_1661
PMO, Pmob_0993 Pmob_1767 Pmob_1916
KOL, Kole_1014 Kole_1624 Kole_1696
DTH, DICTH_1276 DICTH_1280(pfkA)
DTU, Dtur_1385 Dtur_1388
TYE, THEYE_A1948
NDE, NIDE3182(pfkA) NIDE4287
TTR, Tter_0679 Tter_1794 Tter_2458
DDF, DEFDS_0940
DAP, Dacet_1153
CNI, Calni_1216
FSI, Flexsi_1085
MHU, Mhun_0556 Mhun_1465
MEM, Memar_0927 Memar_1368
MBN, Mboo_1941
MPD, MCP_1269(pfkA-1) MCP_1312(pfkA-2)
HMA, rrnAC0249(pfk3) rrnAC0545(pfk1)
PTO, PTO1237
RCI, RRC499(pfkA)
CMA, Cmaq_1260
TUZ, TUZN_0389
VDI, Vdis_0368
VMO, VMUT_1264
