Species, Gene
SEK, SSPA0173 SSPA0280 SSPA0405 SSPA0484 SSPA0485 SSPA0606 SSPA0608 SSPA0973 SSPA1162 SSPA1165 SSPA1421 SSPA1423 SSPA1532 SSPA1747 SSPA1917 SSPA2505 SSPA2506 SSPA2916 SSPA2919 SSPA2920 SSPA2977 SSPA3302 SSPA3383 SSPA3384 SSPA3394 SSPA3395 SSPA3901 SSPA3902 SSPA3953
SPQ, SPAB_00220 SPAB_00356 SPAB_00521 SPAB_00629 SPAB_00631 SPAB_00802 SPAB_00804 SPAB_01384 SPAB_01664 SPAB_01667 SPAB_02026 SPAB_02028 SPAB_02319 SPAB_02604 SPAB_02857 SPAB_03523 SPAB_03524 SPAB_04065 SPAB_04068 SPAB_04069 SPAB_04140 SPAB_04578 SPAB_04687 SPAB_04688 SPAB_04702 SPAB_04703 SPAB_04799 SPAB_05093 SPAB_05096 SPAB_05099 SPAB_05518 SPAB_05519 SPAB_05606 SPAB_05707 SPAB_05708
SEI, SPC_0192(yadI) SPC_0694(nagE) SPC_0924 SPC_1079 SPC_1226(crr) SPC_1363 SPC_1364 SPC_1495(fruB) SPC_1497(fruA) SPC_1899(manX) SPC_2119 SPC_2122 SPC_2416(celC) SPC_2418(celA) SPC_2543(ptsG) SPC_2874(srlE) SPC_2875(srlB) SPC_3329(gatA) SPC_3330(gatB) SPC_3392(ptsN) SPC_3765(mtlA) SPC_3850 SPC_3851 SPC_3864 SPC_3865 SPC_4220(ptsA) SPC_4222(frwB) SPC_4225(frwD) SPC_4531 SPC_4532(sgaA) SPC_4587(pttB) SPC_4673 SPC_4674
SEC, SC0178(yadI) SC0706(nagE) SC0877 SC1153(ptsG) SC1333(celA) SC1335(celC) SC1609(sgcB) SC1612(sgcA) SC1824(manX) SC2220(fruA) SC2222(fruF) SC2344 SC2345(ptxA) SC2431(crr) SC2565(yfeV) SC2766(srlE) SC2767(slrB) SC3199(ptkA) SC3200(ptkB) SC3260(ptsN) SC3609(mtlA) SC3691(ptfB) SC3692 SC3704(ptkB) SC3705 SC4002(ptsA) SC4004(frwB) SC4006(frwD) SC4258(sgaB) SC4259(ptxA) SC4310(pttB) SC4387 SC4388(ptrB)
SEH, SeHA_C0203 SeHA_C0688 SeHA_C0689 SeHA_C0804(nagE) SeHA_C1317(ptsG) SeHA_C1441(chbB) SeHA_C1443 SeHA_C1791 SeHA_C1794 SeHA_C2030(manX) SeHA_C2440 SeHA_C2442(fruB) SeHA_C2584 SeHA_C2585 SeHA_C2693(crr) SeHA_C2836 SeHA_C2925 SeHA_C2926 SeHA_C2932(ptsG) SeHA_C3019 SeHA_C3020 SeHA_C3261 SeHA_C3262 SeHA_C3553 SeHA_C3554 SeHA_C3619(ptsN) SeHA_C4008 SeHA_C4101 SeHA_C4102 SeHA_C4114 SeHA_C4115 SeHA_C4189 SeHA_C4802(ulaB) SeHA_C4803(ulaC) SeHA_C4856(treB) SeHA_C4943 SeHA_C4944
SEE, SNSL254_A0195 SNSL254_A0629 SNSL254_A0630 SNSL254_A0744(nagE) SNSL254_A1302(ptsG) SNSL254_A1426(chbB) SNSL254_A1428 SNSL254_A1727 SNSL254_A1730 SNSL254_A1969(manX) SNSL254_A2396 SNSL254_A2398(fruB) SNSL254_A2529 SNSL254_A2531 SNSL254_A2627(crr) SNSL254_A2773 SNSL254_A3035 SNSL254_A3036 SNSL254_A3320 SNSL254_A3321(cmtB) SNSL254_A3516 SNSL254_A3517 SNSL254_A3583(ptsN) SNSL254_A3963 SNSL254_A4050 SNSL254_A4051 SNSL254_A4064 SNSL254_A4065 SNSL254_A4139 SNSL254_A4442 SNSL254_A4444 SNSL254_A4447 SNSL254_A4745(ulaB) SNSL254_A4746(ulaC) SNSL254_A4801(treB) SNSL254_A4890 SNSL254_A4891
SEW, SeSA_A0198 SeSA_A0840(nagE) SeSA_A1279(ptsG) SeSA_A1409(chbB) SeSA_A1411 SeSA_A1563(malX) SeSA_A1730 SeSA_A1733 SeSA_A1973(manX) SeSA_A2443 SeSA_A2445(fruB) SeSA_A2572 SeSA_A2573 SeSA_A2669(crr) SeSA_A2813 SeSA_A2984 SeSA_A2985 SeSA_A3253 SeSA_A3254(cmtB) SeSA_A3447 SeSA_A3448 SeSA_A3514(ptsN) SeSA_A3885 SeSA_A3978 SeSA_A3979 SeSA_A3993 SeSA_A3994 SeSA_A4067 SeSA_A4652(ulaB) SeSA_A4653(ulaC) SeSA_A4706(treB) SeSA_A4789 SeSA_A4790
SEA, SeAg_B0212 SeAg_B0732(nagE) SeAg_B1302(manX) SeAg_B1545 SeAg_B1548 SeAg_B1857 SeAg_B1859(chbB) SeAg_B1982(ptsG) SeAg_B2352 SeAg_B2354(fruB) SeAg_B2484 SeAg_B2485 SeAg_B2578(crr) SeAg_B2732 SeAg_B2953 SeAg_B2954 SeAg_B3445 SeAg_B3446 SeAg_B3512(ptsN) SeAg_B3901 SeAg_B3996 SeAg_B3997 SeAg_B4009 SeAg_B4010 SeAg_B4083 SeAg_B4662(ulaB) SeAg_B4663(ulaC) SeAg_B4737(treB)
SED, SeD_A0194 SeD_A0791(nagE) SeD_A0989 SeD_A1486(manX) SeD_A1726 SeD_A1729 SeD_A2030 SeD_A2032(chbB) SeD_A2166(ptsG) SeD_A2554 SeD_A2556(fruB) SeD_A2692 SeD_A2694 SeD_A2799(crr) SeD_A2948 SeD_A3142 SeD_A3143(srlB) SeD_A3613 SeD_A3614 SeD_A3681(ptsN) SeD_A4070 SeD_A4164 SeD_A4165 SeD_A4516 SeD_A4518 SeD_A4521 SeD_A4782(ulaC) SeD_A4835(treB) SeD_A4949 SeD_A4950
SEG, SG0682(nagE) SG0865 SG1287(manX) SG1507 SG1510 SG1802(celC) SG1804(celA) SG1919(ptsG) SG2241(fruA) SG2243(fruF) SG2372 SG2373 SG2465(crr) SG2607 SG2736(srlE) SG2737(slrB) SG3149 SG3150 SG3212(ptsN) SG3301(frwD) SG3304(frwB) SG3656 SG3657 SG3745(mtlA) SG4226(sgaB) SG4227(ptxA) SG4280(treB) SG4365 SG4366
SET, SEN0183(yadI) SEN0649(nagE) SEN0830 SEN1207(manX) SEN1440 SEN1443 SEN1729(celC) SEN1731(celA) SEN1846(ptsG) SEN2197(fruA) SEN2199(fruF) SEN2325 SEN2326 SEN2414(crr) SEN2550 SEN2674(srlE) SEN2675(slrB) SEN3093 SEN3094 SEN3155(ptsN) SEN3507(mtlA) SEN3593 SEN3594 SEN3672 SEN3904(ptsA) SEN3907(frwB) SEN3910(frwD) SEN4150(sgaB) SEN4151(ptxA) SEN4204A(treB) SEN4300 SEN4301
SES, SARI_00138 SARI_00139 SARI_00438(murP) SARI_00454 SARI_00482 SARI_00486 SARI_00555 SARI_00557 SARI_00681 SARI_01110 SARI_01158 SARI_01161 SARI_01514 SARI_01664 SARI_01666 SARI_01788 SARI_02045 SARI_02256 SARI_02360 SARI_02361 SARI_02820 SARI_03043 SARI_03044 SARI_03198 SARI_03249 SARI_03250 SARI_03609 SARI_03955 SARI_03958 SARI_04303 SARI_04563(cmtB) SARI_04564
YPE, YPO0402 YPO0403 YPO0405 YPO0834(manX) YPO0837 YPO0851 YPO1298(fruB) YPO1300(fruA) YPO1608(ptsG) YPO1758(gptB) YPO2569 YPO2628(nagE) YPO2678(celA) YPO2680(celC) YPO2995(crr) YPO3585(ptsN) YPO3697(treB) YPO4068(mtlA)
YPK, y0157(ptsN) y0166(treB) y1203(nagE) y1251(celA) y1253(celC) y1485(crr) y1617 y1618 y1767(ptsG) y2551(manX) y2885(fruA) y2887(fruB) y3219(agaV) y3222 y3236 y3776(ptsA) y3778(frwB) y3780(frwD) y4087(mtlA)
YPA, YPA_0419 YPA_0433 YPA_0436 YPA_1015 YPA_1017 YPA_1130 YPA_1917 YPA_2058 YPA_2059 YPA_2185 YPA_2407 YPA_2409 YPA_2469 YPA_3014 YPA_3710 YPA_3718 YPA_3880 YPA_3882 YPA_3883
YPN, YPN_0272 YPN_0273 YPN_0275 YPN_1114 YPN_1164 YPN_1166 YPN_1387 YPN_2021 YPN_2161 YPN_2162 YPN_2365 YPN_2679 YPN_2681 YPN_3036 YPN_3039 YPN_3053 YPN_3467 YPN_3475 YPN_3715
YPM, YP_1085(nagE) YP_1292(fruA) YP_1294(fruB) YP_1634(manX1) YP_2246(ptsG) YP_2380(ptsN1) YP_2381(sgaB) YP_2480(celA) YP_2482(celC) YP_2620(crr) YP_3530(manX2) YP_3533(manX3) YP_3776(ptsA) YP_3778(frwB) YP_3779(frwD) YP_3839(ptsN2) YP_3847(treB) YP_3979(mtlA)
YPP, YPDSF_0025 YPDSF_0304 YPDSF_0312 YPDSF_0677 YPDSF_0680 YPDSF_1366 YPDSF_1594 YPDSF_1596 YPDSF_1839 YPDSF_1976 YPDSF_1977 YPDSF_2103 YPDSF_2397 YPDSF_2399 YPDSF_2625 YPDSF_3226 YPDSF_3228 YPDSF_3229
YPG, YpAngola_A0339(nagE) YpAngola_A0342(cmtB) YpAngola_A0343 YpAngola_A0865 YpAngola_A0867(frwB) YpAngola_A0869 YpAngola_A1155(ptsN) YpAngola_A1163(treB) YpAngola_A1524 YpAngola_A1526(fruA) YpAngola_A1651 YpAngola_A2750 YpAngola_A3355 YpAngola_A3371(agaF) YpAngola_A3374(agaV) YpAngola_A3490(ptsG) YpAngola_A3568(chbB) YpAngola_A3780(mtlA)
YPZ, YPZ3_0395 YPZ3_0396 YPZ3_0398 YPZ3_0862 YPZ3_0876 YPZ3_0879(manX) YPZ3_1186(fruB) YPZ3_1188(fruA) YPZ3_1960(manX) YPZ3_2081(ptsG) YPZ3_2270 YPZ3_2321 YPZ3_2362(celA) YPZ3_2364(celC) YPZ3_2638(crr) YPZ3_3179 YPZ3_3186(ptsN) YPZ3_3490(mtlA)
YPS, YPTB0542(frwD) YPTB0543(frwB) YPTB0545(pstA) YPTB1120(nagE) YPTB1329(fruB) YPTB1331(fruA) YPTB1634(manX) YPTB2463(ptsG) YPTB2600 YPTB2601 YPTB2717(crr) YPTB2929(celC) YPTB2931(celA) YPTB3078(manX) YPTB3081 YPTB3528(ptsN) YPTB3536(treB) YPTB3918(mtlA)
YPI, YpsIP31758_0431(treB) YpsIP31758_0439(ptsN) YpsIP31758_0919 YpsIP31758_0937(agaF) YpsIP31758_0940(agaV) YpsIP31758_1091(chbB) YpsIP31758_1093(chbA) YpsIP31758_1315 YpsIP31758_1438 YpsIP31758_1440(cmtB) YpsIP31758_1586(ptsG) YpsIP31758_2368 YpsIP31758_2681(fruA) YpsIP31758_2683 YpsIP31758_2908(nagE) YpsIP31758_3528 YpsIP31758_3530(frwB) YpsIP31758_3532 YpsIP31758_4128(mtlA)
YPY, YPK_0026 YPK_0495 YPK_0503 YPK_0974 YPK_0989 YPK_0992 YPK_1144 YPK_1146 YPK_1426 YPK_1547 YPK_1548 YPK_1694 YPK_2464 YPK_2762 YPK_2764 YPK_2996 YPK_3657 YPK_3659 YPK_3660
YPB, YPTS_0569 YPTS_1178 YPTS_1424 YPTS_1426 YPTS_1757 YPTS_2551 YPTS_2694 YPTS_2695 YPTS_2817 YPTS_3045 YPTS_3047 YPTS_3199 YPTS_3202 YPTS_3218 YPTS_3714 YPTS_3722 YPTS_4138
YEN, YE0552(scrA) YE0813(sorB) YE0814(sorF) YE0967(celA) YE0970(celC) YE1096(gutB) YE1097(gutE) YE1205(crr) YE1256(ascF) YE1291 YE1294 YE1329 YE1330 YE1447(fpr) YE1449(fruA) YE1643(glcA) YE1777(gptB) YE2011(malX) YE2104(arbF) YE2978(nagE) YE3199(aglA) YE3690(murP) YE3761(ptsN) YE3774(treB) YE4103 YE4105 YE4148(mtlA)
YEP, YE105_C0564 YE105_C1066 YE105_C1259 YE105_C1872 YE105_C1875 YE105_C2197 YE105_C2392 YE105_C2666 YE105_C2668 YE105_C2705 YE105_C2778 YE105_C2779 YE105_C2812 YE105_C2815 YE105_C2861 YE105_C2905 YE105_C2990 YE105_C2991 YE105_C3112 YE105_C3115 YE105_C3388 YE105_C3469 YE105_C3481 YE105_C3825 YE105_C3827 YE105_C3876
SFL, SF0126(yadI) SF0566(hrsA) SF0614(nagE) SF1105(ptsG) SF1411(manX) SF1488(celA) SF1490(celC) SF1645(malX) SF2155(gatB) SF2156(gatA) SF2252(fruA) SF2254(fruB) SF2449 SF2453 SF2472(crr) SF2483(murP) SF2726(srlE) SF2727(srlB) SF3168(agaV) SF3171(agaF) SF3244(ptsN) SF3633(mtlA) SF3733(bglF) SF3780(glvB) SF3976(frvB) SF3977(frvA) SF4027(frwB) SF4030(frwD) SF4091(sorB) SF4092(sorF) SF4250(treB) SF4349(sgaB) SF4350(ptxA)
SFX, S0128(yadI) S0579(hrsA) S0625(nagE) S1185(ptsG) S1526(manX) S1605(celA) S1607(celC) S1778(malX) S2281(gatB) S2282(gatA) S2381(fruA) S2383(fruB) S2588 S2592 S2618(crr) S2630(murP) S2917(srlE) S2918(srlB) S3383(agaV) S3386(agaF) S3462(ptsN) S3638(sorF) S3639(sorB) S3716(frwD) S3719(frwB) S3771(frvA) S3772(frvB) S3989(glvB) S4039(bglF) S4135(mtlA) S4512(treB) S4619(sgaB) S4620(ptxA)
SFV, SFV_0652(nagE) SFV_1121(ptsG) SFV_1412(manX) SFV_1482(celA) SFV_1484(celC) SFV_1638(malX) SFV_2148(gatB) SFV_2242(fruA) SFV_2244(fruB) SFV_2441 SFV_2445 SFV_2469(crr) SFV_2482(murP) SFV_2790(ascF) SFV_2801(srlB) SFV_3234(ptsN) SFV_3595(frvA) SFV_3596(frvB) SFV_3785(bglF) SFV_3828(glvC) SFV_3938(mtlA) SFV_4019(frwB) SFV_4022(frwD) SFV_4096(sorB) SFV_4097(sorF) SFV_4350(sgaB) SFV_4351(ptxA)
SSN, SSON_0137(yadI) SSON_0633(nagE) SSON_0682(hrsA) SSON_1121(ptsG) SSON_1343(manX) SSON_1420(celA) SSON_1422(celC) SSON_1537(malX) SSON_2140(gatB) SSON_2223(fruA) SSON_2225(fruB) SSON_2479 SSON_2506(crr) SSON_2847(srlE) SSON_2848(srlB) SSON_2859(ascF) SSON_3088(cmtB) SSON_3352(ptsN) SSON_3634(glvC) SSON_3809(mtlA) SSON_3912(bglF) SSON_4069(frvB) SSON_4070(frvA) SSON_4121(ptsA) SSON_4126(frwD) SSON_4197(sorF) SSON_4376(sgaB) SSON_4377(ptxA) SSON_4421(treB)
SBO, SBO_0118(yadI) SBO_0541(nagE) SBO_0589(hrsA) SBO_0914(gatB) SBO_0915(gatA) SBO_1229(manX) SBO_1352(celA) SBO_1513(malX) SBO_1962(ptsG) SBO_2155(fruB) SBO_2157(fruA) SBO_2409 SBO_2413 SBO_2441(crr) SBO_2454(murP) SBO_2803(ascF) SBO_2814(srlB) SBO_2815(srlE) SBO_3055(cmtB) SBO_3056(cmtA) SBO_3178(ptsN) SBO_3597(mtlA) SBO_3688(glvC) SBO_3915(frvB) SBO_3916(frvA) SBO_3967(ptsA) SBO_3969(frwB) SBO_3972(frwD) SBO_4046(sorB) SBO_4047(sorF) SBO_4206(treB) SBO_4260(ptxA) SBO_4261(sgaB)
SBC, SbBS512_E0122 SbBS512_E0571(nagE) SbBS512_E0650 SbBS512_E0794(fruB) SbBS512_E0796(fruA) SbBS512_E1144(gatA) SbBS512_E1145(gatB) SbBS512_E1809(malX) SbBS512_E1978 SbBS512_E1982(chbB) SbBS512_E2083(manX) SbBS512_E2223(ptsG) SbBS512_E2756 SbBS512_E2763(crr) SbBS512_E2801(murP) SbBS512_E3173(srlB) SbBS512_E3174(srlE) SbBS512_E3365(cmtA) SbBS512_E3366(cmtB) SbBS512_E3566(ptsN) SbBS512_E4016(mtlA) SbBS512_E4237 SbBS512_E4434(ptsA) SbBS512_E4436 SbBS512_E4440 SbBS512_E4522 SbBS512_E4724(ulaB) SbBS512_E4725(ulaC) SbBS512_E4843(treB)
SDY, SDY_0038(yadI) SDY_0613(nagE) SDY_1842(malX) SDY_1963(manX) SDY_2049(ptsG) SDY_2265(gatB) SDY_2315(fruA) SDY_2317(fruB) SDY_2586 SDY_2614(crr) SDY_2625(murP) SDY_2901(srlB) SDY_3143(cmtB) SDY_3144(cmtA) SDY_3385(ptsN) SDY_3641 SDY_3642 SDY_3782(ptsA) SDY_3785(frwB) SDY_3788(frwD) SDY_4259(treB) SDY_4363(sgaB) SDY_4364(ptxA)
ECA, ECA0087(mtlA) ECA0286(ptsN) ECA0341 ECA0342 ECA0362(scrA) ECA0661 ECA0860 ECA0891(crr) ECA1327(nagE) ECA1805(ptsG) ECA1848(aglA) ECA1870(arbF) ECA2165(ascF) ECA2353 ECA2356 ECA2385(manX) ECA2489 ECA2727(fruA) ECA2729(fruB) ECA3013(treB) ECA3136 ECA3180 ECA3225 ECA3645 ECA3648 ECA3773(sgcA) ECA3774 ECA4388 ECA4409 ECA4433 ECA4435
PCT, PC1_0009 PC1_0011 PC1_0028 PC1_0272 PC1_0326 PC1_0327 PC1_0349 PC1_0542 PC1_0744 PC1_0748 PC1_0773 PC1_1204 PC1_1349 PC1_1652 PC1_1654 PC1_1822 PC1_1926 PC1_1952 PC1_1955 PC1_2141 PC1_2439 PC1_2495 PC1_2757 PC1_2918 PC1_2963 PC1_3019 PC1_3467 PC1_3470 PC1_3548 PC1_3549 PC1_3951 PC1_3953 PC1_4165
PWA, Pecwa_0008 Pecwa_0010 Pecwa_0033 Pecwa_0279 Pecwa_0334 Pecwa_0335 Pecwa_0393 Pecwa_0758 Pecwa_0769 Pecwa_0778 Pecwa_0779 Pecwa_0980 Pecwa_0984 Pecwa_1010 Pecwa_1507 Pecwa_1531 Pecwa_1924 Pecwa_1926 Pecwa_2106 Pecwa_2219 Pecwa_2248 Pecwa_2251 Pecwa_2387 Pecwa_2390 Pecwa_2482 Pecwa_2742 Pecwa_2799 Pecwa_3127 Pecwa_4447
ETA, ETA_03130(ptsN) ETA_04810(bglI) ETA_04830(bglE) ETA_10970(crr) ETA_12740(fruB) ETA_12760(fruA) ETA_14000(aglA) ETA_18700(scrA) ETA_20140(ptsG) ETA_23300(ptsG) ETA_34180(mtlA)
EPY, EpC_03280(ptsN) EpC_05790(srlE) EpC_05800(srlB) EpC_11420(crr) EpC_13360(fruB) EpC_13380(fruA) EpC_19590(scrA) EpC_21400(ptsG) EpC_24650(ptsG) EpC_31160(bglE) EpC_31180(bglI) EpC_36330(mtlA)
EAM, EAMY_0314(ptsN) EAMY_0496(celC) EAMY_0498(celA1) EAMY_1144(nagE) EAMY_1482(ptsG) EAMY_1616(scrA) EAMY_2303(fruA) EAMY_2305(fruB) EAMY_2487(crr) EAMY_3074(srlB) EAMY_3075(srlE) EAMY_3640(mtlA)
EAY, EAM_0522(srlE) EAM_0523(srlB) EAM_1148(nagE) EAM_1466(ptsG) EAM_1596(scrA) EAM_2221(fruA) EAM_2223(fruB) EAM_2393(crr) EAM_2930(bglE) EAM_2932(bglI) EAM_3106(ptsN) EAM_3416(mtlA)
EBI, EbC_06500(arbF) EbC_12710(ptsG) EbC_16630 EbC_17340(ascF) EbC_19700(malX) EbC_23460(malX) EbC_24580(manX) EbC_25920(srlB) EbC_25930(srlE) EbC_30000(fruA) EbC_30020(fruB) EbC_32760(crr) EbC_34040 EbC_36070 EbC_36100 EbC_36370 EbC_37850 EbC_37870 EbC_39830 EbC_39840 EbC_40400(ptsN) EbC_43020 EbC_43030 EbC_45220(mtlA)
PLU, plu0402(murP) plu0583(bglF) plu0585 plu0835(agaV) plu0838 plu1318(nagE) plu1392(crr) plu1979(sgcA) plu1980(sgaB) plu1989 plu1992(fruB) plu1993(fruA) plu2697(manX) plu2754(celA) plu2756(celC) plu3288(treB) plu4043(ptsN)
PAY, PAU_00314(murP) PAU_00547(bglF) PAU_00549(bglP) PAU_00775(agaV) PAU_00778(yadI) PAU_01260(scrA) PAU_01357(treB) PAU_01402(crr) PAU_01786(celC) PAU_01788(celA) PAU_01837(manX) PAU_02590(sgaB) PAU_02591(sgcA) PAU_03088(nagE) PAU_03681(ptsN)
BUC, BU063(crr) BU356(ptsG) BU572(mtlA)
BAS, BUsg060(crr) BUsg344(ptsG) BUsg552(mtlA)
BAB, bbp059(crr) bbp326(ptsG) bbp517(mtlA)
BAP, BUAP5A_062(crr) BUAP5A_349(ptsG) BUAP5A_565(mtlA)
BAU, BUAPTUC7_063(crr) BUAPTUC7_350(ptsG) BUAPTUC7_566(mtlA)
SGL, SG0014 SG0197 SG0859 SG1327 SG1703 SG1745 SG1746 SG1913 SG1984 SG2041 SG2042 SG2422 SG2426 SG2427
ENT, Ent638_0017 Ent638_0035 Ent638_0038 Ent638_0136 Ent638_0199 Ent638_0200 Ent638_0439 Ent638_0677 Ent638_0984 Ent638_1194 Ent638_1616 Ent638_1706 Ent638_1708 Ent638_1827 Ent638_2021 Ent638_2386 Ent638_2740 Ent638_2761 Ent638_2763 Ent638_2845 Ent638_2846 Ent638_2945 Ent638_3015 Ent638_3046 Ent638_3188 Ent638_3231 Ent638_3573 Ent638_3576 Ent638_3579 Ent638_3640 Ent638_3964
ENC, ECL_00019 ECL_00047 ECL_00050 ECL_00170 ECL_00247 ECL_00248 ECL_00588 ECL_00589 ECL_00658 ECL_00934 ECL_01275 ECL_01487 ECL_01931 ECL_02278 ECL_02437 ECL_02439 ECL_02535 ECL_02642 ECL_03001 ECL_03036 ECL_03470 ECL_03473 ECL_03645 ECL_03646 ECL_03747 ECL_03867 ECL_03898 ECL_04040 ECL_04041 ECL_04054 ECL_04110 ECL_04520 ECL_04523 ECL_04586
ESC, Entcl_0051 Entcl_0145 Entcl_0492 Entcl_0555 Entcl_0559 Entcl_0562 Entcl_0821 Entcl_0822 Entcl_0938 Entcl_0992 Entcl_1023 Entcl_1024 Entcl_1337 Entcl_1427 Entcl_1428 Entcl_1489 Entcl_1490 Entcl_1535 Entcl_1537 Entcl_1976 Entcl_2209 Entcl_2546 Entcl_2548 Entcl_2602 Entcl_2692 Entcl_2883 Entcl_3091 Entcl_3136 Entcl_3261 Entcl_3287 Entcl_3471 Entcl_3472 Entcl_3508 Entcl_3597 Entcl_3690 Entcl_3811 Entcl_3812 Entcl_3912 Entcl_3969 Entcl_3970 Entcl_4032 Entcl_4034 Entcl_4038 Entcl_4044 Entcl_4171 Entcl_4172 Entcl_4263 Entcl_4264 Entcl_4287 Entcl_4290 Entcl_4292
EAE, EAE_00375 EAE_01560 EAE_01565 EAE_01625 EAE_04120 EAE_04140 EAE_04455 EAE_06200 EAE_06705(murP) EAE_06795 EAE_06945 EAE_08140 EAE_08145 EAE_09405 EAE_09410 EAE_09675 EAE_09695 EAE_10140 EAE_10145 EAE_11475 EAE_13995 EAE_15495 EAE_18025 EAE_18955 EAE_18965 EAE_20815 EAE_20820 EAE_21545 EAE_21555 EAE_22605 EAE_23860 EAE_24015 EAE_24025
ESA, ESA_00264 ESA_00286 ESA_00288 ESA_00467 ESA_00528 ESA_00700 ESA_00736 ESA_00828 ESA_01074 ESA_01076 ESA_01435 ESA_01978 ESA_02243 ESA_02545 ESA_02617 ESA_02660 ESA_02758 ESA_03303 ESA_03408 ESA_03416 ESA_03527 ESA_03597 ESA_03685 ESA_03686 ESA_03877 ESA_03957
CTU, CTU_00560(aglA) CTU_01290(mtlA) CTU_02980(chbA) CTU_02990(celA) CTU_03740(ptsN) CTU_04370(gatB) CTU_04380(gatA) CTU_04470(scrA) CTU_05500 CTU_05580(ascF) CTU_07680(yadI) CTU_11130(ptsG) CTU_12940(nagE) CTU_13370(hrsA) CTU_16800(ptsG) CTU_20150(malX) CTU_25000(manX) CTU_28310(fruA) CTU_28330(fruB) CTU_30150(crr) CTU_31160 CTU_31500(ybbF) CTU_33350(ptsG) CTU_33900(licB) CTU_35850(celA) CTU_35870(chbA) CTU_36090(treB) Ctu_1p00650(arbF)
KPN, KPN_00137(yadI) KPN_00352 KPN_00353 KPN_00432 KPN_00514 KPN_00551 KPN_00552 KPN_00700(nagE) KPN_01099(ptsG) KPN_01124 KPN_01230(celA) KPN_01232(celC) KPN_01512(malX) KPN_01742 KPN_01743 KPN_01746 KPN_01747 KPN_01823 KPN_02333(manX) KPN_02578 KPN_02598(fruA) KPN_02600(fruB) KPN_02764(crr) KPN_02952 KPN_02953 KPN_02960 KPN_03038(srlE) KPN_03039(srlB) KPN_03051(ascF) KPN_03073 KPN_03075 KPN_03545(fruA) KPN_03548(gatA) KPN_03549(gatB) KPN_03614(ptsN) KPN_03942(mtlA) KPN_04044(murP) KPN_04054 KPN_04056 KPN_04086 KPN_04194 KPN_04197 KPN_04368 KPN_04369 KPN_04405(manX) KPN_04406(manX) KPN_04587(sgaB) KPN_04588(ptxA) KPN_04648 KPN_04652(treB) KPN_04802 KPN_04803
KPE, KPK_0014(aglA) KPK_0037 KPK_0039 KPK_0050(murP) KPK_0153(mtlA) KPK_0507(ptsN) KPK_1047 KPK_1049 KPK_1071(ascF) KPK_1087(srlB) KPK_1088(srlE) KPK_1374(crr) KPK_1429 KPK_1431 KPK_1566(fruB) KPK_1568(fruA) KPK_1590(bglF) KPK_1960(manX) KPK_2586 KPK_2947(malX) KPK_3209(chbA) KPK_3212(chbB) KPK_3457(ptsG) KPK_3550(ptsA) KPK_3552(frwB) KPK_3555(frwD) KPK_3873(nagE) KPK_4073(scrA) KPK_4248 KPK_4333 KPK_4334 KPK_4599 KPK_4811 KPK_4812 KPK_5016(treB) KPK_5079(ulaC) KPK_5080(ulaB) KPK_5268(sorF) KPK_5269(sorB) KPK_5305 KPK_5306 KPK_5352 KPK_5484 KPK_5488 KPK_A0129 KPK_B0036(cmtB) KPK_B0039(cmtA)
KPU, KP1_0051 KP1_0055 KP1_0225(celC) KP1_0226 KP1_0461(sgaB) KP1_0462(ptxA) KP1_0527 KP1_0531(treB) KP1_0605 KP1_0607 KP1_0760 KP1_0761 KP1_0964(yadI) KP1_1214 KP1_1215 KP1_1307(ptsG) KP1_1431 KP1_1484 KP1_1485 KP1_1651(nagE) KP1_1987(frwD) KP1_1991(frwB) KP1_1993(ptsA) KP1_2090(ptsG) KP1_2118 KP1_2262(celA) KP1_2265(celC) KP1_2520(malX) KP1_2788 KP1_2790 KP1_2793 KP1_2794 KP1_2875 KP1_2877 KP1_3458(manX) KP1_3804 KP1_3827(fruA) KP1_3829(fruB) KP1_4012(crr) KP1_4301(srlE) KP1_4303(srlB) KP1_4317(ascF) KP1_4342 KP1_4344 KP1_4849(fruA) KP1_4852(gatA) KP1_4853(gatB) KP1_4926(ptsN) KP1_5289(mtlA) KP1_5411(murP) KP1_5424 KP1_5426 KP1_5463
KVA, Kvar_0018 Kvar_0043 Kvar_0045 Kvar_0056 Kvar_0159 Kvar_0485 Kvar_0548 Kvar_0549 Kvar_0552 Kvar_0991 Kvar_0993 Kvar_1015 Kvar_1031 Kvar_1032 Kvar_1292 Kvar_1339 Kvar_1341 Kvar_1463 Kvar_1465 Kvar_1487 Kvar_1849 Kvar_2529 Kvar_2578 Kvar_2579 Kvar_2582 Kvar_2583 Kvar_2847 Kvar_3082 Kvar_3084 Kvar_3256 Kvar_3281 Kvar_3369 Kvar_3371 Kvar_3374 Kvar_3673 Kvar_3863 Kvar_3949 Kvar_4028 Kvar_4029 Kvar_4245 Kvar_4444 Kvar_4445 Kvar_4603 Kvar_4666 Kvar_4667 Kvar_4841 Kvar_4873 Kvar_4874 Kvar_5024 Kvar_5028
