Species, Gene
APN, Asphe3_18130 Asphe3_23580
RSA, RSal33209_1073 RSal33209_2249
KRH, KRH_00500(zwf) KRH_12160(zwf)
MLU, Mlut_11400 Mlut_17870
RMU, RMDY18_10950
RDN, HMPREF0733_11884(zwf)
BCV, Bcav_2163
BFA, Bfae_15250
JDE, Jden_1262 Jden_1585
KSE, Ksed_03930 Ksed_13180
XCE, Xcel_1555
IVA, Isova_1494
SKE, Sked_19960
CFL, Cfla_0081 Cfla_1936
CFI, Celf_1871 Celf_3526
ICA, Intca_0182 Intca_1691
PAC, PPA1563
PAK, HMPREF0675_4630(zwf)
PFR, PFREUD_15060(zwf)
MPH, MLP_06880(zwf) MLP_14250(zwf)
NCA, Noca_2538 Noca_4526
KFL, Kfla_3269 Kfla_5077
TFU, Tfu_2005
NDA, Ndas_2976 Ndas_4742
TCU, Tcur_2210
SRO, Sros_3374 Sros_6016
FRA, Francci3_1647
FRE, Franean1_2073 Franean1_7022
FRI, FraEuI1c_4865
FAL, FRAAL4576(zwf)
FSY, FsymDg_1706
ACE, Acel_1124
NML, Namu_0335 Namu_0725 Namu_2260
GOB, Gobs_0785 Gobs_2055 Gobs_2934
KRA, Krad_0133 Krad_1200 Krad_2924
SEN, SACE_2157(zwf)
SVI, Svir_15950
TBI, Tbis_1983
AMD, AMED_2806(zwf)
PDX, Psed_3409 Psed_3500 Psed_3910 Psed_5841 Psed_6420
AMI, Amir_5189
STP, Strop_1668 Strop_3092
SAQ, Sare_1660 Sare_3319
MAU, Micau_4330
MIL, ML5_3973
VMA, VAB18032_24120 VAB18032_25985
CAI, Caci_2244 Caci_2643 Caci_8680
SNA, Snas_2419 Snas_2996
BLO, BL0440(zwf2)
BLJ, BLD_1241(zwf)
BLN, Blon_0210
BLF, BLIF_0174
BLL, BLJ_0213
BLB, BBMN68_1185(zwf)
BLM, BLLJ_0193
BAD, BAD_0631(zwf2)
BLA, BLA_1010(zwf)
BLC, Balac_1038
BLT, Balat_1038
BDE, BDP_0850(zwf)
BBI, BBIF_1447(zwf)
BBP, BBPR_1500(zwf)
GVA, HMPREF0424_0185(zwf)
GVG, HMPREF0421_21326(zwf)
RXY, Rxyl_0051
CWO, Cwoe_1220 Cwoe_2510 Cwoe_4949
AFO, Afer_0496 Afer_1521
CTR, CT185(zwf)
CTA, CTA_0203(zwf)
CTB, CTL0437(zwf)
CTL, CTLon_0432(zwf)
CTO, CTL2C_795(zwf)
CTJ, JALI_1791(zwf)
CTZ, CTB_1791(zwf)
CMU, TC0457(zwf)
CPN, CPn0238(zwf)
CPA, CP0524
CPJ, CPj0238(zwf)
CPT, CpB0244
CCA, CCA00540(zwf)
CAB, CAB526(zwf)
CFE, CF0468(zwf)
CPM, G5S_0902(zwf)
CHP, CPSIT_0584(zwf)
PCU, pc0821(zwf)
PUV, PUV_16310(zwf)
WCH, wcw_1132(zwf)
SNG, SNE_A09530(zwf)
BBU, BB0636
BBZ, BbuZS7_0656(zwf)
BGA, BG0658(zwf)
BAF, BAPKO_0679(zwf)
BTU, BT0636
BHR, BH0636
BDU, BDU_640(zwf)
BRE, BRE_643(zwf)
TPA, TP0478
TPP, TPASS_0478(zwf)
TAZ, TREAZ_0282(zwf)
TPL, TPCCA_0478(zwf)
SSM, Spirs_1426
STA, STHERM_c20000
SBU, SpiBuddy_1322
SCD, Spica_0962
ABA, Acid345_2812
ACA, ACP_0572(zwf1) ACP_2280(zwf2)
ACM, AciX9_0437 AciX9_3765
TSA, AciPR4_0515 AciPR4_1749
SUS, Acid_5281
BTH, BT_1221
BFR, BF1854
BFS, BF1920(zwf)
BVU, BVU_2796
BHL, Bache_2719
PDI, BDI_0647
PPN, Palpr_2270
OSP, Odosp_2188
SRU, SRU_0078(zwf)
SRM, SRM_00083(zwf)
RMR, Rmar_2298
CPI, Cpin_1481
PHE, Phep_1675
PSN, Pedsa_2852
SHG, Sph21_4277
HHY, Halhy_2654
DFE, Dfer_5182
SLI, Slin_2700
FJO, Fjoh_4800
RBI, RB2501_00241
ZPR, ZPR_2642
CAO, Celal_0075
KDI, Krodi_2991
IPO, Ilyop_2787
OTE, Oter_3908
CAA, Caka_2200
MIN, Minf_0262(zwf) Minf_1496(zwf)
RBA, RB2735(g6pD)
PSL, Psta_2488
PLM, Plim_1200
PBS, Plabr_1829 Plabr_3826
IPA, Isop_2384
SYN, slr1843(zwf)
SYW, SYNW0750(zwf)
SYC, syc1768_d(zwf)
SYF, Synpcc7942_2334
SYD, Syncc9605_1918
SYE, Syncc9902_0748
SYG, sync_1002(zwf)
SYR, SynRCC307_0759(zwf)
SYX, SynWH7803_1561(zwf)
SYP, SYNPCC7002_A1459(zwf)
CYA, CYA_1699(zwf)
CYB, CYB_1985(zwf)
TEL, tll0540(zwf)
MAR, MAE_43640(zwf)
CYT, cce_2536(zwf)
CYP, PCC8801_3806
CYC, PCC7424_1498
CYN, Cyan7425_3427
CYH, Cyan8802_3858
CYJ, Cyan7822_4173
CYU, UCYN_11980
GVI, gvip152(zwf) gvip438(zwf)
ANA, all4019(zwf)
NPU, Npun_F2978 Npun_F3304 Npun_F4025
AVA, Ava_1682 Ava_C0151
NAZ, Aazo_1091
PMA, Pro1124(zwf)
PMM, PMM1074(zwf)
PMT, PMT1102(zwf)
PMN, PMN2A_0676
PMI, PMT9312_1085
PMB, A9601_11801(zwf)
PMC, P9515_11641(zwf)
PMF, P9303_09401(zwf)
PMG, P9301_11811(zwf)
PMH, P9215_12101(zwf)
PMJ, P9211_11141(zwf)
PME, NATL1_15091(zwf)
TER, Tery_0684
AMR, AM1_2877(zwf) AM1_6320(zwf)
CTE, CT1873(zwf)
CPC, Cpar_0335
CCH, Cag_1668
CPH, Cpha266_2150
CPB, Cphamn1_2104
CLI, Clim_2076
PVI, Cvib_0375
PLT, Plut_0307
PPH, Ppha_2483
PAA, Paes_1906
RRS, RoseRS_2562
RCA, Rcas_1852
CAU, Caur_0501
CAG, Cagg_3190
CHL, Chy400_0537
HAU, Haur_3021
TRO, trd_1143(zwf)
STI, Sthe_2436
ATM, ANT_18590(zwf)
DRA, DR_1596
DGE, Dgeo_1974
DDR, Deide_16460
DMR, Deima_2379
DPT, Deipr_1543
TRA, Trad_1970 Trad_2275
TSC, TSC_c11210(zwf)
MSV, Mesil_2480 Mesil_3140
AAE, aq_497(gsdA)
HYA, HY04AAS1_1282
HYD, Hyd3684_1265
HYS, HydSHO_1267
HTH, HTH_0379(zwf)
TAL, Thal_1579
TMA, TM1155
TPT, Tpet_1595
TRQ, TRQ2_1661
TNA, CTN_1420
TNP, Tnap_1615
PMO, Pmob_1133
DTH, DICTH_1756(zwf)
DTU, Dtur_0054
NDE, NIDE0468(zwf1) NIDE2203(zwf2)
TTR, Tter_0413
