"16S rRNA Count","Group","GC Content","Endospores","Has ADP PFK","Sequencing Center","Taxonomy ID","Pathogenic in","Genbank accessions","Paralogs Count","Motility","Gram Stain","Refseq accessions","Has Any 1PFK","Genome Name","Body Site","Metabolism","MetaCyc %","Has Any Gluconate Dehydratase","Status","Oxygen Req NCBI","Oxygen Requirement IMG","RefSeq project ID","Diseases","Super Kingdom","Paralogs %","KEGG Count","IMG Pathwawy Count","GOLD ID","KEGG ID","Ecosystem Type","Isolation","Temperature Range","Ecosystem Category","Has EDA","Project ID","Class","MetaCyc Count","Optimal temp.","Gene Count","Sporulation","Sequence Status","IMG Pathway %","Organism Name","Ecosystem","IMG Submission ID","Disease","Proposal Name","Salinity","GenBank Project ID","Has ZWF","Ecosystem Subtype","Has 6PGL","Temp. range","Has EDD","Genus","Order","Energy Category","Energy Source","Genome Size","Cell Arrangement","NCBI Taxon ID","Domain","Body Subsite","Habitat","Family","Taxon Object ID","Has Gluconokinase","Has Rubisco","Biotic Relationships","Arrangment","Has Gluconate Dehydratase","Strain","Shape","Phylum","KEGG %","Has 1PFK","Has PPi PFK","Has Phosphoketolase","Cell Shape","Specific Ecosystem","RefSeq Project ID","Species","Phenotype"
2,"Euryarchaeota",31.6,"No","TRUE","DOE Joint Genome Institute",646311944,"No","CP001787,CP001789,CP001788",161,"Yes",0,0,"TRUE","Methanocaldococcus vulcanius M7",,,19.47,"FALSE","Finished","Anaerobic","Anaerobe",41131,"None","Archaea",8.9,545,87,"Gc01124","mvu",,"Free living","Thermophile",,"FALSE",33047,"Methanococci",352,80,1808,"Nonsporulating","complete",4.81,"Methanocaldococcus vulcanius M7",,,,"CSP_787660, Methanoarchaea",,33047,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Methanocaldococcus","Methanococcales","Inorganic","Autotroph",1.7157,,579137,"Archaea",,"Specialized","Methanocaldococcaceae",646311944,"FALSE","TRUE","Free living",,"FALSE","M7","Coccus","Euryarchaeota",30.14,"FALSE","FALSE","FALSE","Coccus-shaped",,41131,"vulcanius","Piezophile"
1,"Euryarchaeota",62.1,"No","FALSE","DOE Joint Genome Institute",640069318,"No","CP000562",458,"Yes",0,0,"FALSE","Methanoculleus marisnigri JR1, DSM 1498",,"Methanogen",17.46,"FALSE","Finished","Anaerobic","Anaerobe",58561,"None","Archaea",17.89,724,233,"Gc00512","mem",,"Free living","Mesophile",,"FALSE",16330,"Methanomicrobia",447,"21-25",2560,"Nonsporulating","complete",9.1,"Methanoculleus marisnigri JR1",,,,"Diverse archaeal organisms",,16330,"FALSE",,"FALSE","Mesophilic","FALSE","Methanoculleus","Methanomicrobiales","Inorganic","Lithotroph",2.4781,,368407,"Archaea",,"Aquatic","Methanocullaceae",640069318,"FALSE","TRUE","Free living",,"FALSE","JR1","Coccus","Euryarchaeota",28.28,"FALSE","FALSE","FALSE","Coccus-shaped",,58561,"marisnigri","Non-Pathogen"
5,"Gammaproteobacteria",44.6,"No","FALSE","DOE Joint Genome Institute",637000216,"Shellfish","CP000388",511,"Yes",0,0,"FALSE","Pseudoalteromonas atlantica T6c",,,18.02,"TRUE","Finished","Aerobic","Aerobe",58283,"None","Bacteria",11.6,1175,375,"Gc00395","pat",,"Free living","Mesophile",,"TRUE",13454,"Gammaproteobacteria",794,0,4405,"Nonsporulating","complete",8.51,"Pseudoalteromonas atlantica T6c",,,"Shell disease","zzz",,13454,"TRUE",,"TRUE","Mesophilic","TRUE","Pseudoalteromonas","Alteromonadales","Organic","Chemoorganotroph",5.18701,,342610,"Bacteria",,"Aquatic","Pseudoalteromonadaceae",637000216,"TRUE","FALSE","Free living",,"FALSE","T6c","Rod","Proteobacteria",26.67,"FALSE","FALSE","FALSE","Rod-shaped",,58283,"atlantica",
2,"Actinobacteria",72.8,,"FALSE","Genoscope",637000115,"No","CT573213",1251,,0,0,"TRUE","Frankia alni ACN14a",,"Nitrogen fixation",14.32,"FALSE","Finished",,"Aerobe",58695,"None","Bacteria",18.41,1394,338,"Gc00412","fal",,"Symbiotic","Mesophile",,"FALSE",17403,"Actinobacteria",973,0,6795,"Sporulating","complete",4.97,"Frankia alni ACN14a",,,"None","zzz","Non-halophilic",17403,"TRUE",,"TRUE","Mesophilic","FALSE","Frankia","Actinomycetales","Organic","Chemoorganotroph",7.5,,326424,"Bacteria",,"Host-associated","Frankiaceae",637000115,"FALSE","FALSE","Symbiotic",,"FALSE","ACN14a","Branched septate hyphae","Actinobacteria",20.52,"FALSE","TRUE","FALSE","Filament-shaped",,58695,"alni","Non-Pathogen"
3,"Chloroflexi",56.4,,"FALSE","DOE Joint Genome Institute",643348527,"No","CP001337",501,"Yes",,0,"TRUE","Chloroflexus aggregans DSM 9485",,,17.77,"FALSE","Finished","Facultative","Facultative",58621,"None","Bacteria",12.86,1045,273,"Gc01077","cag",,"Free living","Thermophile",,"FALSE",16708,"Chloroflexi",692,0,3895,,"complete",7.01,"Chloroflexus aggregans DSM 9485",,,,"zzz",,16708,"TRUE",,"TRUE","Thermophilic","FALSE","Chloroflexus","Chloroflexales","Inorganic","Photosynthetic",4.7,"Filaments",326427,"Bacteria",,"Specialized","Chloroflexaceae",643348527,"FALSE","FALSE","Free living","Aggregates","FALSE","DSM 9485","Filament","Chloroflexi",26.83,"TRUE","FALSE","FALSE","Filament-shaped",,58621,"aggregans","Green non-sulfur"
1,"Alphaproteobacteria",58.9,,"FALSE","Arizona State Univ, TGen",639633056,"No","CP000362,CP000464,CP000465,CP000466,CP000467",457,"Yes",0,0,"FALSE","Roseobacter denitrificans OCh 114",,,21.45,"TRUE","Finished",,"Aerobe",58597,"None","Bacteria",10.88,1407,321,"Gc00448","rde",,,"Mesophile",,"TRUE",16426,"Alphaproteobacteria",901,0,4201,,"complete",7.64,"Roseobacter denitrificans OCh 114",,,,"zzz",,16426,"TRUE",,"TRUE","Mesophilic","TRUE","Roseobacter","Rhodobacterales","Inorganic","Photosynthetic, Phototroph",4.3349,,375451,"Bacteria",,"Multiple","Rhodobacteraceae",639633056,"FALSE","FALSE",,,"FALSE","OCh 114","Rod","Proteobacteria",33.49,"FALSE","FALSE","FALSE","Rod-shaped",,58597,"denitrificans","Non-Pathogen"
2,"Euryarchaeota",47.9,,"FALSE","Max Planck Institute, Max-Planck Institute",637000129,"No","AM180088,AM180089",424,,,0,"FALSE","Haloquadratum walsbyi HBSQ001, DSM 16790",,,16.54,"TRUE","Finished",,,58673,"None","Archaea",14.55,801,231,"Gc00409","hwa",,"Free living","Mesophile",,"TRUE",17185,"Halobacteria",482,0,2914,,"complete",7.93,"Haloquadratum walsbyi DSM 16790",,,"None","zzz","Extreme halophilic",17185,"FALSE",,"FALSE",,"FALSE","Haloquadratum","Halobacteriales","Inorganic","Phototroph",3.17936,"Singles",362976,"Archaea",,"Aquatic","Halobacteriaceae",637000129,"FALSE","FALSE","Free living","Singles","TRUE","DSM 16790","Square","Euryarchaeota",27.49,"FALSE","FALSE","FALSE","Square-shaped",,58673,"walsbyi","Non-Pathogen"
1,"Actinobacteria",,"No","FALSE","DOE Joint Genome Institute, DSMZ",648028047,,"CP002106",156,"No",0,0,"TRUE","Olsenella uli VPI, DSM 7084","Oral",,17.82,"FALSE","Finished","Anaerobic","Anaerobe",51367,"Endocarditis","Bacteria",8.47,538,113,"Gc01331","ols",,"Free living","Mesophile",,"TRUE",36641,"Actinobacteria",328,37,1841,"Nonsporulating","complete",6.14,"Olsenella uli DSM 7084",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,36641,"FALSE",,"FALSE","Mesophilic","FALSE","Olsenella","Coriobacteriales","Organic","Chemoorganotroph",2.1,"Chains, Pairs, Singles",633147,"Bacteria","Gingival crevices",,"Coriobacteriaceae",648028047,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","DSM 7084","Rod","Actinobacteria",29.22,"TRUE","FALSE","FALSE","Rod-shaped",,51367,"uli",
1,"Chloroflexi",47.3,,"FALSE","DOE Joint Genome Institute",646564526,,"CP001924",273,,,0,"FALSE","Dehalococcoides sp. GT",,"Dechlorinates Tetrachloroethene",19.76,"FALSE","Finished","Anaerobic","Anaerobe",42115,"None","Bacteria",18.41,471,85,"Gc01211","deg",,"Free living","Mesophile",,"FALSE",36645,"Dehalococcoidetes",293,0,1483,"Nonsporulating","complete",5.73,"Dehalococcoides sp. GT",,,,"zzz",,36645,"FALSE",,"FALSE","Mesophilic","FALSE","Dehalococcoides","Dehalococcoidales","Inorganic","Chemolithotroph",1.4,,633145,"Bacteria",,"Aquatic","Dehalococcoidaceae",646564526,"FALSE","FALSE","Free living",,"FALSE","GT",,"Chloroflexi",31.76,"FALSE","FALSE","FALSE",,,42115,"sp.",
1,"Crenarchaeota",,"No","FALSE","DOE Joint Genome Institute, DSMZ",646564583,"No","CP001939",79,"Yes",,0,"FALSE","Thermosphaera aggregans M11TL, DSM 11486",,,14.96,"FALSE","Finished","Anaerobic","Anaerobe",48993,"None","Archaea",5.42,409,74,"Gc01275","tag",,"Free living","Hyperthermophile",,"FALSE",36571,"Thermoprotei",218,0,1457,"Nonsporulating","complete",5.08,"Thermosphaera aggregans DSM 11486",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,36571,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Thermosphaera","Desulfurococcales","Organic","Heterotroph",1.3,"Singles, Chains, Pairs",633148,"Archaea",,"Specialized","Desulfurococcaceae",646564583,"FALSE","TRUE","Free living","Pairs, Chains, Clusters","FALSE","DSM 11486","Coccus","Crenarchaeota",28.07,"FALSE","FALSE","FALSE","Coccus-shaped",,48993,"aggregans",
3,"Euryarchaeota",33.1,"No","TRUE","Univ of Washington- Seattle",638154506,"No","BX950229",195,"Yes",,0,"TRUE","Methanococcus maripaludis S2",,"Nitrogen fixation, Hydrogenotrophic, Methanogen",20.6,"FALSE","Finished","Anaerobic","Obligate anaerobe",58035,"None","Archaea",10.97,579,201,"Gc00177","mmp",,"Free living","Mesophile",,"FALSE",10632,"Methanococci",366,"35-40",1777,"Nonsporulating","complete",11.31,"Methanococcus maripaludis S2",,,,"zzz",,10632,"FALSE",,"FALSE","Mesophilic","FALSE","Methanococcus","Methanococcales","Inorganic","Chemolithoautotroph, Lithotroph",1.66114,"Singles",267377,"Archaea",,"Aquatic","Methanococcaceae",638154506,"FALSE","FALSE","Free living","Singles","FALSE","S2","Irregular coccus","Euryarchaeota",32.58,"FALSE","FALSE","FALSE","Coccus-shaped",,58035,"maripaludis",
1,"Bacteroidetes/Chlorobi",64.3,,"FALSE","DOE Joint Genome Institute, DSMZ",646311949,"No","CP001807,CP001808",289,,0,0,"FALSE","Rhodothermus marinus DSM 4252",,,19.33,"FALSE","Finished","Aerobic","Aerobe",41729,"None","Bacteria",9.75,830,187,"Gc01147","rmr",,"Free living","Thermophile",,"TRUE",29281,"Sphingobacteria",573,65,2965,"Nonsporulating","complete",6.31,"Rhodothermus marinus DSM 4252",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)","Moderate halophilic",29281,"TRUE",,"TRUE","Thermophilic","FALSE","Rhodothermus","Sphingobacteriales","Organic","Heterotroph",3.43,"Singles",518766,"Bacteria",,"Specialized","Rhodothermaceae",646311949,"TRUE","TRUE","Free living",,"FALSE","DSM 4252","Rod","Bacteroidetes",27.99,"FALSE","FALSE","FALSE","Rod-shaped",,41729,"marinus",
4,"Bacteroidetes/Chlorobi",,"No","FALSE","DOE Joint Genome Institute",649633082,,"CP002545",87,"No",,0,"FALSE","Pedobacter saltans DSM 12145",,,13.93,"FALSE","Finished",,,61349,,"Bacteria",2.22,765,84,,"psn",,,,,"TRUE",49337,"Sphingobacteria",546,0,3921,,"complete",2.14,"Pedobacter saltans DSM 12145",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,49337,"TRUE",,"TRUE","Mesophilic","FALSE","Pedobacter","Sphingobacteriales","Unknown",,4.6,,762903,"Bacteria",,"Terrestrial","Sphingobacteriaceae",649633082,"TRUE","FALSE",,,"FALSE","DSM 12145","Rod","Bacteroidetes",19.51,"FALSE","FALSE","TRUE",,,61349,"saltans",
1,"Crenarchaeota",45,,"FALSE","DOE Joint Genome Institute, DSMZ",648028062,"No","CP002100",316,"No",,0,"FALSE","Vulcanisaeta distributa DSM 14429",,,13.58,"TRUE","Finished","Anaerobic","Anaerobe",52827,"None","Archaea",12.19,513,142,"Gc01374","vdi",,"Free living","Hyperthermophile",,"FALSE",32589,"Thermoprotei",352,"85-90",2592,,"complete",5.48,"Vulcanisaeta distributa DSM 14429",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,32589,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Vulcanisaeta","Thermoproteales","Organic","Heterotroph",2.4,,572478,"Archaea",,"Specialized","Thermoproteaceae",648028062,"FALSE","FALSE","Free living",,"TRUE","DSM 14429","Rod","Crenarchaeota",19.79,"FALSE","FALSE","FALSE","Rod-shaped",,52827,"distributa",
3,"Bacteroidetes/Chlorobi",,,"FALSE","DOE Joint Genome Institute, DSMZ",649633063,,"CP002305",141,"No",0,0,"FALSE","Leadbetterella byssophila DSM 17132",,,15.93,"FALSE","Finished","Aerobic",,60161,,"Bacteria",3.85,793,134,,"lby",,,,,"TRUE",38283,"Cytophagia",584,0,3665,,"complete",3.66,"Leadbetterella byssophila DSM 17132",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,38283,"FALSE",,"TRUE","Mesophilic","FALSE","Leadbetterella","Cytophagales","Unknown",,4.1,,649349,"Bacteria",,,"Cytophagaceae",649633063,"FALSE","FALSE",,,"FALSE","DSM 17132","Rod","Bacteroidetes",21.64,"FALSE","FALSE","FALSE",,,60161,"byssophila",
3,"Gammaproteobacteria",64.2,"No","FALSE","DOE Joint Genome Institute",646564502,"No","CP001896,CP001898,CP001897",413,"Yes",0,0,"FALSE","Allochromatium vinosum DSM 180",,"Sulfur oxidizer",18.03,"FALSE","Finished","Facultative","Anaerobe",46083,"None","Bacteria",12.27,997,242,"Gc01210","alv",,"Free living","Mesophile",,"FALSE",32547,"Gammaproteobacteria",607,0,3366,"Nonsporulating","complete",7.19,"Allochromatium vinosum DSM 180",,,,"CSP_787726, Anoxygenic phototrophic purple sulfur bacterium",,32547,"TRUE",,"TRUE","Mesophilic","FALSE","Allochromatium","Chromatiales","Inorganic","Phototroph",3.64,,572477,"Bacteria",,"Aquatic","Chromatiaceae",646564502,"FALSE","TRUE","Free living",,"FALSE","DSM 180","Rod","Proteobacteria",29.62,"FALSE","FALSE","FALSE","Rod-shaped",,46083,"vinosum",
3,"Gammaproteobacteria",50.9,,"FALSE","J. Craig Venter Institute, Univ of Maine",644736410,"No","CP001614",391,"Yes",0,0,"FALSE","Teredinibacter turnerae T7901",,"Dinitrogen-fixing, Cellulose degrader",15.67,"FALSE","Finished","Aerobic",,59267,"None","Bacteria",9.08,1034,251,"Gc01045","ttu",,"Symbiotic","Mesophile",,"TRUE",30839,"Gammaproteobacteria",675,0,4308,,"complete",5.83,"Teredinibacter turnerae T7901",,,,"zzz",,30839,"TRUE",,"FALSE","Mesophilic","FALSE","Teredinibacter","Alteromonadales","Organic","Chemoheterotroph",5.2,,377629,"Bacteria",,"Host-associated","unclassified",644736410,"TRUE","FALSE","Symbiotic",,"FALSE","T7901","Rod","Proteobacteria",24,"FALSE","FALSE","FALSE","Rod-shaped",,59267,"turnerae",
7,"Gammaproteobacteria",47.6,,"FALSE","DOE Joint Genome Institute",637000353,"Human, Animal","CP000305,CP000306,CP000307",659,,0,0,"TRUE","Yersinia pestis Nepal516",,,18.16,"TRUE","Finished","Facultative","Facultative",58609,"Bubonic and Pneumonic plague","Bacteria",15.3,1372,407,"Gc00387","ypn",,"Free living","Mesophile",,"TRUE",16646,"Gammaproteobacteria",782,0,4306,"Nonsporulating","complete",9.45,"Yersinia pestis Nepal516",,,"Bubonic plague","zzz","Non-halophilic",16646,"TRUE",,"TRUE","Mesophilic","TRUE","Yersinia","Enterobacteriales","Organic","Heterotroph",4.64559,"Singles",377628,"Bacteria",,"Multiple","Enterobacteriaceae",637000353,"TRUE","FALSE","Free living","Singles","FALSE","Nepal516","Rod","Proteobacteria",31.86,"TRUE","FALSE","FALSE","Rod-shaped",,58609,"pestis","Pathogen"
2,"Euryarchaeota",53.5,"No","TRUE","DOE Joint Genome Institute",639633038,,"CP000477",184,"No",,0,"TRUE","Methanosaeta thermophila PT",,"Methanogen, Acetotrophic",21.18,"FALSE","Finished","Anaerobic","Anaerobe",58469,"None","Archaea",10.31,600,193,"Gc00452","mtp",,"Free living","Thermophile",,"FALSE",15765,"Methanomicrobia",378,0,1785,"Nonsporulating","complete",10.81,"Methanosaeta thermophila PT",,,,"zzz",,15765,"FALSE",,"FALSE","Thermophilic","FALSE","Methanosaeta","Methanosarcinales","Inorganic","Lithotroph",1.87947,,349307,"Archaea",,,"Methanosaetaceae",639633038,"FALSE","TRUE","Free living",,"FALSE","PT",,"Euryarchaeota",33.61,"TRUE","FALSE","FALSE",,,58469,"thermophila",
2,"Planctomycetes",,,"FALSE","DOE Joint Genome Institute",649633083,,"CP002546",273,,,0,"FALSE","Planctomyces brasiliensis DSM 5305",,,11.39,"FALSE","Finished",,,60583,,"Bacteria",5.61,795,135,,"pbs",,,,,"TRUE",47863,"Planctomycetacia",554,0,4865,,"complete",2.77,"Planctomyces brasiliensis DSM 5305",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,47863,"TRUE",,"TRUE",,"FALSE","Planctomyces","Planctomycetales","Unknown",,6,,756272,"Bacteria",,,"Planctomycetaceae",649633083,"FALSE","FALSE",,,"FALSE","DSM 5305",,"Planctomycetes",16.34,"FALSE","FALSE","FALSE",,,60583,"brasiliensis",
6,"Firmicutes",28.6,"No","FALSE","Goettingen Genomics Laboratory",637000080,"Human","AE015927,AF528097",407,"Yes",0,0,"FALSE","Clostridium tetani Massachusetts E88",,,17.04,"FALSE","Finished","Anaerobic","Anaerobe",57683,"Tetanus","Bacteria",15.87,737,257,"Gc00120","ctc",,"Free living","Mesophile",,"FALSE",81,"Clostridia",437,37,2565,"Sporulating","complete",10.02,"Clostridium tetani E88",,,"Tetanus","zzz","Non-halophilic",81,"TRUE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",2.874,"Pairs, Singles",212717,"Bacteria",,"Multiple","Clostridiaceae",637000080,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","E88","Rod","Firmicutes",28.73,"FALSE","FALSE","FALSE","Rod-shaped",,57683,"tetani","Pathogen"
6,"Bacteroidetes/Chlorobi",,"No","FALSE","DOE Joint Genome Institute, DSMZ",649633013,,"CP002530,CP002531,CP002532,CP002533",233,"No",0,0,"FALSE","Bacteroides salanitronis DSM 18170",,,12.45,"FALSE","Finished","Anaerobic",,63269,,"Bacteria",6.07,669,123,,"bsa",,,,,"TRUE",40055,"Bacteroidia",478,37,3838,,"complete",3.2,"Bacteroides salanitronis DSM 18170",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,40055,"FALSE",,"FALSE","Mesophilic","FALSE","Bacteroides","Bacteroidales","Unknown",,4.27,,667015,"Bacteria",,,"Bacteroidaceae",649633013,"FALSE","FALSE",,"Singles, Pairs","FALSE","DSM 18170","Rod","Bacteroidetes",17.43,"FALSE","FALSE","FALSE",,,63269,"salanitronis",
1,"Cyanobacteria",31.3,,"FALSE","J. Craig Venter Institute, MIT",640069321,"No","CP000551",122,,0,0,"FALSE","Prochlorococcus marinus AS9601",,,23.09,"FALSE","Finished",,,58307,"None","Bacteria",6.14,691,234,"Gc00497","pmb",,"Free living","Mesophile",,"TRUE",13548,"Cyanophyceae",459,0,1988,,"complete",11.77,"Prochlorococcus marinus str. AS9601",,,"None","zzz",,13548,"TRUE",,"TRUE","Mesophilic","FALSE","Prochlorococcus","Synechococcales","Inorganic","Photosynthetic",1.66989,"Singles",146891,"Bacteria",,"Aquatic","Synechococcaceae",640069321,"FALSE","TRUE","Free living",,"FALSE","str. AS9601",,"Cyanobacteria",34.76,"FALSE","FALSE","FALSE","Oval-shaped",,58307,"marinus","Non-Pathogen"
1,"Actinobacteria",65.6,"No","FALSE","Broad Institute",644736391,"Human","CP001658",767,"Yes",0,0,"FALSE","Mycobacterium tuberculosis KZN 1435 (MDR)",,,18.46,"FALSE","Finished","Aerobic","Aerobe",59069,"Tuberculosis","Bacteria",18.68,1097,240,"Gc01079","mtb",,"Free living","Mesophile",,"FALSE",21055,"Actinobacteria",758,37,4107,"Nonsporulating","complete",5.84,"Mycobacterium tuberculosis KZN 1435",,,"Tuberculosis","zzz",,21055,"TRUE",,"TRUE","Mesophilic","FALSE","Mycobacterium","Actinomycetales","Organic","Chemoorganotroph",4.4,"Singles",478434,"Bacteria",,"Host-associated","Mycobacteriaceae",644736391,"FALSE","FALSE","Free living","Singles","FALSE","KZN 1435","Rod","Actinobacteria",26.71,"FALSE","FALSE","FALSE","Rod-shaped",,59069,"tuberculosis","Pathogen"
1,"Cyanobacteria",31.3,,"FALSE","J. Craig Venter Institute, MIT",640069322,,"CP000576",115,,,0,"FALSE","Prochlorococcus marinus MIT 9301",,,23.44,"FALSE","Finished",,,58437,"None","Bacteria",5.85,698,232,"Gc00523","pmg",,"Free living","Mesophile",,"TRUE",15746,"Cyanophyceae",461,0,1967,,"complete",11.79,"Prochlorococcus marinus str. MIT 9301",,,,"zzz",,15746,"TRUE",,"TRUE","Mesophilic","FALSE","Prochlorococcus","Synechococcales","Inorganic","Photosynthetic",1.64188,"Singles",167546,"Bacteria",,"Aquatic","Synechococcaceae",640069322,"FALSE","TRUE","Free living",,"FALSE","str. MIT 9301",,"Cyanobacteria",35.49,"FALSE","FALSE","FALSE","Oval-shaped",,58437,"marinus","Small"
7,"Gammaproteobacteria",52.1,,"FALSE","J. Craig Venter Institute",642555155,"Human, Animal","CP001144,CP001143",748,"Yes",0,0,"TRUE","Salmonella enterica sv Dublin CT_02021853",,,19.15,"TRUE","Finished","Facultative","Facultative",58917,"Salmonellosis, Gastroenteritis, Food poisoning","Bacteria",15.84,1463,486,"Gc00856","sed",,"Free living","Mesophile",,"TRUE",19467,"Gammaproteobacteria",904,0,4721,"Nonsporulating","complete",10.29,"Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853",,,"Bacteremia, gastroenteritis","zzz",,19467,"TRUE",,"TRUE","Mesophilic","TRUE","Salmonella","Enterobacteriales","Organic","Chemoorganotroph",4.91791,"Pairs, Singles",439851,"Bacteria",,"Multiple","Enterobacteriaceae",642555155,"TRUE","FALSE","Free living","Singles, Pairs","FALSE","subsp. enterica serovar Dublin str. CT_02021853","Rod","Proteobacteria",30.99,"TRUE","FALSE","FALSE","Rod-shaped",,58917,"enterica","Nontyphoidal"
5,"Firmicutes",,,"FALSE","DOE Joint Genome Institute, DSMZ",648028002,,"CP002105",502,,,0,"TRUE","Acetohalobium arabaticum Z-7288, DSM 5501",,"Acetogenic",19.32,"FALSE","Finished","Anaerobic","Anaerobe",51423,"None","Bacteria",20.59,728,159,"Gc01329","aar",,"Free living","Mesophile",,"FALSE",32769,"Clostridia",471,0,2438,"Nonsporulating","complete",6.52,"Acetohalobium arabaticum DSM 5501",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)","Moderate halophilic",32769,"FALSE",,"FALSE",,"FALSE","Acetohalobium","Halanaerobiales","C1","Chemolithotroph, Organotroph, Methylotroph",2.5,,574087,"Bacteria",,"Specialized","Halobacteroidaceae",648028002,"FALSE","FALSE","Free living",,"FALSE","DSM 5501",,"Firmicutes",29.86,"TRUE","FALSE","FALSE","Rod-shaped",,51423,"arabaticum",
2,"Other Bacteria",30.3,,"FALSE","NITE",646564525,,"AP011529,AP011530",294,"No",0,0,"FALSE","Deferribacter desulfuricans SSM1, DSM 14783",,,19.84,"FALSE","Finished","Anaerobic","Anaerobe",46653,"None","Bacteria",12.12,828,151,"Gc01227","ddf",,"Free living","Thermophile",,"FALSE",37285,"Deferribacteres",481,"60-65",2425,,"complete",6.23,"Deferribacter desulfuricans SSM1",,,,"zzz",,37285,"FALSE",,"FALSE","Thermophilic","FALSE","Deferribacter","Deferribacterales","Organic","Heterotroph",2.51,,639282,"Bacteria",,"Specialized","Deferribacteraceae",646564525,"FALSE","FALSE","Free living",,"FALSE","SSM1","Rod","Deferribacteres",34.14,"FALSE","FALSE","FALSE","Rod-shaped",,46653,"desulfuricans",
1,"Alphaproteobacteria",67.9,,"FALSE","JGI|DOE Joint Genome Institute|JGI-PGF",648028054,,"CP002026",866,,,0,"FALSE","Starkeya novella DSM 506",,"Carbon dioxide fixation",18.15,"TRUE","Finished",,,48815,"None","Bacteria",18.98,1287,195,"Gc01353","sno",,"Free living","Mesophile",,"TRUE",37659,"Alphaproteobacteria",828,0,4563,,"complete",4.27,"Starkeya novella DSM 506",,,,"CSP_787087, Facultatively Methylotrophic Sulfur Oxidizing Bacteria",,37659,"TRUE",,"TRUE",,"TRUE","Starkeya","Rhizobiales","Both","Chemolithotroph, Heterotroph",4.8,,639283,"Bacteria",,,"Xanthobacteraceae",648028054,"TRUE","TRUE","Free living",,"FALSE","DSM 506",,"Proteobacteria",28.21,"FALSE","FALSE","TRUE",,,48815,"novella",
1,"Euryarchaeota",61.2,"No","FALSE","Fidelity Systems Inc",638154507,"No","AE009439",122,,,0,"FALSE","Methanopyrus kandleri AV19",,"Methanogen",18.9,"FALSE","Finished","Anaerobic","Anaerobe",57883,"None","Archaea",6.9,493,186,"Gc00080","mka",,"Free living","Hyperthermophile",,"FALSE",294,"Methanopyri",334,98,1767,"Nonsporulating","complete",10.53,"Methanopyrus kandleri AV19",,,,"zzz","Moderate halophilic",294,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Methanopyrus","Methanopyrales","Inorganic","Lithotroph",1.69497,,190192,"Archaea",,"Specialized","Methanopyraceae",638154507,"FALSE","FALSE","Free living","Singles, Chains","FALSE","AV19","Rod","Euryarchaeota",27.9,"FALSE","FALSE","FALSE","Rod-shaped",,57883,"kandleri",
2,"Alphaproteobacteria",45.2,"No","FALSE","DOE Joint Genome Institute",644736375,"No","CP001678,CP001679",223,"Yes",,0,"FALSE","Hirschia baltica ATCC 49814",,,20.18,"TRUE","Finished","Aerobic","Aerobe",59365,"None","Bacteria",6.83,972,164,"Gc01064","hba",,"Free living","Mesophile",,"TRUE",33191,"Alphaproteobacteria",659,0,3266,"Nonsporulating","complete",5.02,"Hirschia baltica ATCC 49814",,,,"CSP_787681, Stalked bacteria",,33191,"TRUE",,"TRUE","Mesophilic","TRUE","Hirschia","Rhodobacterales","Organic","Chemoheterotroph",3.53962,,582402,"Bacteria",,"Aquatic","Hyphomonadaceae",644736375,"TRUE","FALSE","Free living",,"FALSE","ATCC 49814","Rod","Proteobacteria",29.76,"FALSE","FALSE","FALSE","Rod-shaped",,59365,"baltica",
